"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/09/06","幸楽苑/iD","-930","三井住友カード","未分類","未分類","","0","C45JLcYBez6ZV1otNRk0VTj0MGRi7OQ38p659cMZaQQ"
"1","2024/09/06","竜泉寺の湯 スパメッツア おおたか/iD","-5080","三井住友カード","未分類","未分類","","0","EXMxEvxkz8mrYu4BoDIMVQMkrLmLCy8M_4-aG9TCoUs"
"1","2024/09/06","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","_sxgHykaC3KptWVFkyTzxC9Lb-tvRyHW3-y8OlSC2FQ"
"0","2024/09/06","Audible / AMZN","-1500","三井住友カード","教養・教育","書籍","","1","AJTxai-DbSUWvoLG1ZOrpKBsOQ7tjWxaCMEXOuXpfxQ"
"1","2024/09/05","PayPay HELLO CYCLING","-300","PayPayカード","未分類","未分類","","0","SB26rpLimz96AQKaQrfdEH13iNETOUvt37VxqE5qLlI"
"1","2024/09/05","PayPay 吉野家","-1235","PayPayカード","食費","食費","","0","7jUcBziYqnZYaG-En29JIqMgEBCQOvnOfHFC9coBt6g"
"1","2024/09/05","MAPIFY SUBSCRIPTION (SINGAPORE )","-11508","三井住友カード","衣服・美容","衣服","","0","DAZ78hCD15RlFf7uyBP-bHAqiAx7eCfx0wogMGRx9vE"
"1","2024/09/05","ソフトバンクM(08月分)","-29422","三井住友カード","通信費","携帯電話","","0","JZ-Ws7RAr_LEeMeSCTTXDVACJuu0U55StF4fyuNXfzw"
"1","2024/09/05","AmazonPay提携サイト","-6980","三井住友カード","教養・教育","書籍","","0","uYQDCsOXCDJKatrH1ub__VqEFpswp-9COFq-oAhfTHY"
"1","2024/09/04","PayPay 請求書払い","-4380","PayPayカード","未分類","未分類","","0","IRyyyC4bhHsSNCUNTkRG2Y-aspaLlk7vPNK8sXk10oc"
"1","2024/09/04","PayPay 請求書払い","-4380","PayPayカード","未分類","未分類","","0","y54vyqn8AsfDHgnkwwcXx1keXAHTb5sXUOLdbVPqc5Q"
"1","2024/09/04","トウキヨウデンリヨク","-10393","三井住友カード","水道・光熱費","電気代","","0","7T7vkUZBoIArRYMjwlei8tby4KfQK1VxX8zwtAT5HCY"
"1","2024/09/04","トウキヨウデンリヨク","-20245","三井住友カード","水道・光熱費","電気代","","0","CnKbnh9RobWC2g_CrKcIsMUClP1f4MUUg4FioD7lzpg"
"1","2024/09/04","トウキヨウデンリヨク","-23186","三井住友カード","水道・光熱費","電気代","","0","1fMgnrNCMek8FC5VmDq4RorhHOcCZumP22TSIrAXN1s"
"1","2024/09/04","ケンタッキーフライドチキン/iD","-1310","三井住友カード","食費","食費","","0","ZtCnW7TxQ7oFixoXlSyyXB2FOGvZyE2p9qu0Zz4_6qk"
"1","2024/09/04","ケンタッキーフライドチキン/iD","-300","三井住友カード","食費","食費","","0","cXi4zQTAR5Blq0t20iw9_8CyP5WX_-ZtM0w-H833wqc"
"1","2024/09/04","セブン-イレブン/iD","-1310","三井住友カード","食費","食料品","","0","eRqfmgiQYKJAR3hDKF6Pb9_-HQApyong5ugLQMQHpeY"
"1","2024/09/03","PayPay 久兵衛屋","-1122","PayPayカード","未分類","未分類","","0","WoBtZxgk7mhnnJ-ptSQD2jHTNFz6-ddwYhDTLuckyXk"
"1","2024/09/03","コカ・コーラ Cmode 自販機/iD","-140","三井住友カード","食費","食料品","","0","PYcs-jGPQNzIJ-iqsuI4A9ua_T7C_kq_dJ92wSn5lPg"
"1","2024/09/02","PayPay コメダ珈琲店","-1180","PayPayカード","食費","カフェ","","0","ClhRwfhIZQ19LmriMyQ4D-P8azEyzQ59y14ZXdETkBM"
"1","2024/09/01","PayPay ファミリーマート","-1160","PayPayカード","食費","食料品","","0","1jZLggy1r_7MNu0x_ZvpWsZt-qoOoo2BTWB2KvEOhbA"
"1","2024/09/01","PayPay ブロンコビリー","-8063","PayPayカード","未分類","未分類","","0","uFkog8qrJ_cmN0Or83Lr1y0u5hInQ-jEZtHoOF0TRx8"
"1","2024/09/01","コカ・コーラ Cmode 自販機/iD","-180","三井住友カード","食費","食料品","","0","zjqbwBWq7WxH-qi66I1mM9Ol_hrAJIhwIc2cxrkvZtk"
"1","2024/09/01","お名前.comレンタルサーバー","-1573","三井住友カード","通信費","その他通信費","","0","mlcsEtsMY8NImuBk0TBeoDzn933lPVZsezJfkN-B45Q"
"1","2024/09/01","コメダ公式アプリe-Gift","-3000","三井住友カード","未分類","未分類","","0","TXki1vFMmH2UWnPCOz0p7KllUskj7T_ptm-c8OMBpJQ"
"1","2024/09/01","カ-ド","-4000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","Ex9tdlJAu5ejLcS7DwEcsbV8ygSOe66Bul7QDN0teb4"
