"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2025/01/24","マコなり社長","-3000","三井住友カード","教養・教育","その他教養・教育","","0","cBKZGpNJSaVFwDFbdAIYbujUoRyFBs0JG2gaQjguCrw"
"1","2025/01/22","PayPay 吉野家","-666","PayPayカード","食費","食費","","0","aZTg7CbSw2NXDLVAza3ONy4PvgNN9ogA6laJ_ydx9SU"
"1","2025/01/22","ネットフリックス","-1590","楽天カード","趣味・娯楽","映画・音楽・ゲーム","","0","BSzInI3OjTXEr1zpbqcI3-amBfRn9gWxQaVj0HCmDtc"
"1","2025/01/22","セブン-イレブン/iD","-1403","三井住友カード","食費","食料品","","0","kkzuE-QSRGNUdai97j4f4_nxyuavZjghyRCeOxfK2dY"
"1","2025/01/22","コカ・コーラ Cmode 自販機/iD","-110","三井住友カード","食費","食料品","","0","dOzqLJN0CPF91j65AqG4yqciw_qWX3laL2XpomzX5x4"
"1","2025/01/22","コカ・コーラ Cmode 自販機/iD","-120","三井住友カード","食費","食料品","","0","2xHEZdz2dC5sCJGl4lipIHQ1zwDVlBu52fp428PTR7k"
"1","2025/01/22","コカ・コーラ Cmode 自販機/iD","-120","三井住友カード","食費","食料品","","0","QoCXC0ZV9g9yx0JmMg2ZIF8pcJmIQuwh5M89YNX6xiQ"
"1","2025/01/22","コカ・コーラ Cmode 自販機/iD","-120","三井住友カード","食費","食料品","","0","HHwetei9r2hWjrRipmpTvc4g4WSMqzxM11G-HP1d8Tg"
"1","2025/01/21","アイポスパ-キング","-1900","楽天カード","自動車","駐車場","","0","rGsc7ss_QugCeJVxn3qcgY97CBIjF1IzLDUE3Fg7-Fs"
"1","2025/01/21","Square/iD","-1350","三井住友カード","食費","食費","","0","4tpEKhxKcGgcXLNz7uTVQJrr_sEmVzg_byefoOPpRgM"
"1","2025/01/21","セブン-イレブン/iD","-1913","三井住友カード","食費","食料品","","0","FqlEWPtXxFWZHg1d-s-k7c6Ois2Hrlm5nCz7f5pzZhQ"
"1","2025/01/21","セブン-イレブン/iD","-162","三井住友カード","食費","食料品","","0","3c79B66Pzgnar7ecWlsMv4o8ANJZ_ZCZGeXU9MbVjco"
"1","2025/01/21","セブン-イレブン/iD","-192","三井住友カード","食費","食料品","","0","fK-vWrHh5OXZZC0GkHiXU7y0ebpNLSLouueCSG0cMSw"
"1","2025/01/20","PayPay コメダ珈琲店","-3000","PayPayカード","食費","カフェ","","0","VkBRcy08ihc8oBc77BG3ZuIQhFu5tWGXt4CvSqrf4WQ"
"1","2025/01/20","株式会社kubell","-924","三井住友カード","通信費","Webツール","","0","sZUd25-bQXXwXk5iFGzBpNFg2Afd2XoOe36BHeqn8DE"
"1","2025/01/19","PayPay ノジマ","-5928","PayPayカード","特別な支出","家具・家電","","0","JSRsdtFTfU_sqsIVnRBSbb6AI7AdZF58kM53CkdtDXQ"
"1","2025/01/19","イオン 浦和美園/iD","-792","三井住友カード","日用品","日用品","","0","SXxNcR_jgndPNZNDZP295SxPuMnRDG1UQyRzZ6vR_UM"
"1","2025/01/19","イオン 浦和美園/iD","-2180","三井住友カード","日用品","日用品","","0","MI6Eh5loDfMpLK898g8-_gD2bqqmcepqe4Yki0iCry8"
"1","2025/01/18","割引","208","Amazon.co.jp","収入","ポイント","","0","hkNQhBCjrWI1l05H5gNP--j9Fth_hpl-QPCFBK_vPpQ"
"1","2025/01/18","オルナ オーガニック 泥 洗顔 洗顔フォーム 泡洗顔 毛穴 黒ずみ 対策 泡 立て ネット 付き 130g 販売: 【公式】ALLNA ORGANIC/WHITH WHITE/HMENZ/Q+【100日間保証】BLS","-2080","Amazon.co.jp","日用品","日用品","","0","dssu0xfEhTh50jIzDmjyVhicLkQg5G2GKJhbTFnJh6I"
"1","2025/01/18","割引","208","Amazon.co.jp","収入","ポイント","","0","L_SxIPw36enGdeqOMU5K55WPlNbAxOBaSQ0gM8yj1sE"
"1","2025/01/18","オルナ オーガニック 泥 洗顔 洗顔フォーム 泡洗顔 毛穴 黒ずみ 対策 泡 立て ネット 付き 130g 販売: 【公式】ALLNA ORGANIC/WHITH WHITE/HMENZ/Q+【100日間保証】BLS","-2080","Amazon.co.jp","日用品","日用品","","0","nKogRh2qjFJJjw8AR4QO1ljlEc60HrhyCPDSfb5_xf0"
"1","2025/01/18","割引","60","Amazon.co.jp","収入","その他入金","","0","KBg_0yKiwsgHrGsua5r6jVzPkV0EzN0QPbO4WuaV5us"
"1","2025/01/18","キリン 自然が磨いた天然水 ラベルレス 水 2リットル 9本 国産 天然水 ミネラルウォーター ペットボトル 軟水 販売: Amazon.co.jp","-1202","Amazon.co.jp","食費","食料品","","0","DfLOqtnSyCV3oCp50NWirOJtbuL1j7s6R-0fTZmU0Dw"
"1","2025/01/18","PayPay ABOUT LIFE CO","-842","PayPayカード","日用品","日用品","","0","Xl8DlpA_xBSpOr0U1JYDO-BVfmvBL2TEJPMwVnRg_Iw"
"1","2025/01/18","はなまるうどん渋谷駅西口店/iD","-840","三井住友カード","食費","食料品","","0","pW_w2y5-550iCtI_gx3ZFCznTOy3a5s_VoFUmaen2ug"
"1","2025/01/18","ファミリーマート/iD","-751","三井住友カード","食費","食料品","","0","Pb8G2jkklCD-z1eBuisDlIQB62hWj9erc4whtPEvNvc"
"1","2025/01/18","モバイルSuica(Apple)","-1000","三井住友カード","通信費","その他通信費","","0","XNvQzMi4ql35m_1gIB3VE9WrQea6A1SRRA9whZuQFzU"
"0","2025/01/18","AMAZON.CO.JP","-1872","三井住友カード","教養・教育","書籍","","1","FYLqsenLaUroQq8aHWLiKJqbxnxVPZs-w0BaCnCcOhg"
"0","2025/01/18","AMAZON.CO.JP","-1872","三井住友カード","教養・教育","書籍","","1","QllhYPHODDg5bCUudwl_QnXvcIz9rPj4iGu0rpynYrI"
"0","2025/01/18","AMAZON.CO.JP","-1142","三井住友カード","教養・教育","書籍","","1","Mcvk4ZKyr1o2n2s0Amz2PkTkuaQlEs_j0E3ahuLDVDg"
"1","2025/01/17","PayPay ローソン","-127","PayPayカード","食費","食料品","","0","xvkgOxFUqclCYqHpSBAPcch8hpHje0CEybwqq4-EySU"
"1","2025/01/17","PayPay AEON CINEMA","-7600","PayPayカード","趣味・娯楽","映画・音楽・ゲーム","","0","TtS5EJ2y9PNZQ0ydIrODyzJffC_NLzY5HSyRp7s6nE4"
"1","2025/01/17","セブン-イレブン","-1340","楽天カード","食費","食料品","","0","zmoJZk7t-VQeZScqV4F07P8Hk_fKZIuKX29WhYKfeuY"
"1","2025/01/17","インスタ研究室","-980","三井住友カード","通信費","情報サービス","","0","LInwMqwryN8MlmKnJyjAxZGHEvNaFGMZDrr8Hl-6jOQ"
"1","2025/01/17","卸売市場 東浦和店","-2734","三井住友カード","食費","食料品","","0","vsjCPdJhoZcZTRTB6TZEyT3FeFq5eqDiqdoQni_FRJg"
"1","2025/01/16","PayPay スーパービバホーム蕨錦町店","-1408","PayPayカード","日用品","日用品","","0","D4v4VO0SK0hm14W83XG8VpeyWFW6b1hKnN2_H94IH9g"
"1","2025/01/16","PayPay スーパービバホーム蕨錦町店","-4756","PayPayカード","日用品","日用品","","0","GVWvlO_uKapv00VPd0c26tZ7NMYLriz6dMFBDTGLi-8"
"1","2025/01/16","タイムズパーキング/iD","-440","三井住友カード","自動車","駐車場","","0","tt2SIPV6RdL_h1ZTxer51Kx5z7tTwl1hbShxwU0mp_k"
"1","2025/01/16","ヨークマート 柳崎店/iD","-850","三井住友カード","食費","食料品","","0","B79Hm7o9sQbY_Y9kAfzKCOg0PKoyq_fg0hr6VJvIyAA"
"1","2025/01/16","セブン-イレブン/iD","-700","三井住友カード","食費","食料品","","0","5NOZF3XyN7maKU9gLfKtyjxA0_GjTTPG0QBAoLRUq9Q"
"0","2025/01/15","楽天銀行 楽天第一支店 普通預金 6374220 楽天カ-ド 株式会社(依頼人名:スエタケ シユウヘイ 内容: 振込予定日:2025年01月15日 管理番号:20250115-29518495)","-26419","楽天銀行","未分類","未分類","","1","hZLeOkl1w2QW2AiA96dgMnfUUJrL4cfaKNE8bWgZpcE"
"0","2025/01/15","スエタケ シユウヘイ","23000","楽天銀行","未分類","未分類","","1","cwufoZoFwmSuSC6BSc4psPB_mgKwXe0jtZU1_1QVYSg"
"1","2025/01/15","コカ・コーラ Cmode 自販機/iD","-140","三井住友カード","食費","食料品","","0","dOr-qH2hPPPp-n4Xxo9oISPsIAvThodzJ7IxQAUYNvw"
"1","2025/01/15","セブン-イレブン/iD","-1560","三井住友カード","食費","食料品","","0","p4WD2ViwOXo-i0haQhYYqhmLXaT8HL_4sUSniO4c9fQ"
"1","2025/01/15","カ-ド","-5950","三菱UFJ銀行","現金・カード","ATM引き出し","","0","W-q3mYnn6srhCZugi2IejvDu7aeD-UfLCTEuYPId80Y"
"1","2025/01/15","為替手数料 フリコミ テスウリヨウ","-154","三菱UFJ銀行","その他","雑費","","0","iK5tu1A6tEkvulaVeXVYBdMm5TLuLK9EJfYaZhpvEXA"
"0","2025/01/15","振込IB2 スエタケ シユウヘイ","-23000","三菱UFJ銀行","未分類","未分類","","1","6MTIvSxAZCfTdL5zrJP65H703e_9YkWUWpDvw3g0YLs"
"1","2025/01/15","手数料","-220","三菱UFJ銀行","その他","雑費","","0","HeSTgSI7r4G-jf6qRHLV-Bck6HQaWgTSsWWkrhoyb3M"
"1","2025/01/15","カードC1 セブンギンコウATM","10000","三菱UFJ銀行","収入","一時所得","","0","_gXTF_mxcksmlGPq_Fd6bsEmXcuMGWQ72_DkO3d3ObM"
"1","2025/01/15","手数料","-220","三菱UFJ銀行","その他","雑費","","0","wQ74U9AjjdZbBJkWP2MmX4qCYYJb22RumPYAbyfwt-0"
"1","2025/01/15","カードC1 セブンギンコウATM","20000","三菱UFJ銀行","収入","一時所得","","0","Rey9j4-GIWFj23k0YWUGZQp2OUPkRcPhVRzbawrqajw"
"1","2025/01/14","セブン-イレブン/iD","-1342","三井住友カード","食費","食料品","","0","BDA8kQjF1CT1cZ0IUv2dJHMD40sNoIxT_cicQT3eDA8"
"1","2025/01/13","PayPay Annyeong mart","-822","PayPayカード","食費","外食","","0","QfVPrBTBrJCcfKWDHAPUVT0wrBzp023gIivXUR324Ic"
"1","2025/01/13","PayPay Annyeong mart","-1478","PayPayカード","食費","外食","","0","-UT411L4EfJt1S98PtiqzbsrHQp8mr3TluHGZr6vRgM"
"1","2025/01/13","モバイルSuica(Apple)","-1000","三井住友カード","通信費","その他通信費","","0","z8k7s_7nqQefo6pIHbdYOkk-xKvAd0eKn2yE95DZ5bE"
"1","2025/01/13","ZOOM.COM 888-799-9666 (SAN JOSE )","-2338","三井住友カード","通信費","Webツール","","0","5NwhjctHO-SQ2jJ54EITlbgs-yUPc_GCbmbX7K-R5h0"
"1","2025/01/13","ドラフターズ","-5485","三井住友カード","食費","その他食費","","0","4np4THz0KwvbzNXpPEh8vx-8vbftY_WFfyxUVtWtYi4"
"1","2025/01/12","割引","430","Amazon.co.jp","未分類","未分類","","0","4G-ypApMpEVcKInKcdX5V5Rg24G5k2ohF4Oo0MPuA9k"
"1","2025/01/12","【2025最高傑作&定点360度回転】CASEKOO iPhone 15 Pro Max 用 ケース 超強磁力 米軍MIL規格 耐衝撃 高耐久性【横縦両立・角度調整】指紋防止/マット仕上げ/黄変防止/薄型半透明 ストラップホール付き ワイヤレス充電対応 アイフォン15pro max用 ケース(ブラック) 販売: CASEKOO JP","-6699","Amazon.co.jp","未分類","未分類","","0","8AfbPUQkJrmSZMH0upYRy793H6D6NEQ5jpPjcLMgkAw"
"1","2025/01/12","PayPay イオンリテール","-480","PayPayカード","日用品","日用品","","0","BxYqGaUCCk4G0c9ppjeaVJZFONdxNW6lNnsMGlu8A74"
"1","2025/01/12","PayPay Dominos Pizza","-3039","PayPayカード","食費","食料品","","0","NNFqhRPBBus8LiyXEnNgAQKs5jeVX_7qWxtklcLX4CM"
"1","2025/01/12","PayPay Dominos Pizza","-3249","PayPayカード","食費","食料品","","0","XI-mzkbEIa_CPn-Pm-L7L6QS2le3qNmjbaGwfKNJjQE"
"1","2025/01/12","イオン 浦和美園/iD","-1180","三井住友カード","日用品","日用品","","0","Jt3qXKljRYMO2ikFWKlX8Yns0QxMw6LT_b-8xdGAK3c"
"1","2025/01/12","イオン 浦和美園/iD","-511","三井住友カード","日用品","日用品","","0","OZRruu2Onu6oQrJUt1Bm_IjA42FIE6cYlrJbHfUxcTI"
"1","2025/01/12","イオン 浦和美園/iD","-5960","三井住友カード","日用品","日用品","","0","83h1IuYheI1uN_PhCZ8iST4m10hvw1Lt4icR_CKKU9s"
"1","2025/01/12","セブン-イレブン/iD","-1331","三井住友カード","食費","食料品","","0","aPO3ZR8VVDmqLg3dfyvBh2_0drVfA-4m9qBHCe1_VkM"
"1","2025/01/12","プレミアムウオ―タ―","-3974","三井住友カード","食費","食費","","0","MEh7BUWRlVQEIolOxdYIn1GNktPoTmHM7usrqwh7u90"
"0","2025/01/12","AMAZON.CO.JP","-6269","三井住友カード","教養・教育","書籍","","1","SaIfWevKYj7swfFZGhm0IaXfrkuv1eF5oVEgpPkUbuQ"
"1","2025/01/12","ニトリ","-5980","三井住友カード","日用品","日用品","","0","BoW5Is6GIrLIh1cnq4XqiLbhYOCgRLwMn8mhofbDLU4"
"1","2025/01/11","マクドナルド/iD","-1490","三井住友カード","食費","外食","","0","hnokDkfHTHeVC9ILxXRYUEaxrOh3deJ3iFphVIenirc"
"1","2025/01/11","CLAUDE.AI SUBSCRIPTION (SAN FRANCISCO)","-3212","三井住友カード","通信費","AI","","0","kjxqxbQMTooOapA6SvEZsFfqmEs67NVhsMPgT0Nv7BY"
"1","2025/01/11","ADOBE SYSTEMS SOFTWARE (ADOBE.LY/JPJP)","-7780","三井住友カード","その他","事業経費","","0","GKso2X7cq9NzTEJXCIdeNvCtuEdnxVUsCNiNdauj-4U"
"1","2025/01/10","のどぬ~るぬれマスク 昼夜兼用 無香料 立体タイプ 3セット入り 販売: Amazon.co.jp","-336","Amazon.co.jp","未分類","未分類","","0","gjG_MbyJ68BGmyCfxkgBIMj6Dm9wnHa8K7liTBqIWy4"
"1","2025/01/10","セブン-イレブン","-1692","楽天カード","食費","食料品","","0","-B6Cpymb7fXK4sJqgEKRxfzYUf7GmGJ8zQogYllWCCk"
"0","2025/01/10","AMAZON.CO.JP","-336","三井住友カード","教養・教育","書籍","","1","3zsm16LxTdFCe4hOzQYuwHghN3C0mB98MOuhpUlEgo4"
"1","2025/01/09","手数料","-220","三菱UFJ銀行","その他","雑費","","0","OEbj3nMEJT6gnNaQ8_WYvJdCmY8a4Y6Mj8UaP2Bv07c"
"1","2025/01/09","カードC1 セブンギンコウATM","-6000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","6n9n23SuywMg7jG9A84aGzL4yABrgCJ3K0rx_fFUjxc"
"1","2025/01/09","手数料","-220","三菱UFJ銀行","その他","雑費","","0","BVw1KTJGohbbdgtm21Yf1AhgmhusINN5-hx3o0Il9B4"
"1","2025/01/09","カードC1 セブンギンコウATM","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","LkLq1jaP6NIM9H1YDt7UFIdt1Jl0s3Hh81T_mkb24CE"
"1","2025/01/08","セブン-イレブン","-1160","楽天カード","食費","食料品","","0","jSPbRjzZ2kH4wXsiCeNYUTOKGfOrtevMV8kRLqa1f3k"
"1","2025/01/08","ドラツグストアセキオオマギ","-1811","楽天カード","日用品","ドラッグストア","","0","P2T6uAHQ-1_1Vz5rrIBvbN6sM3Pwq52zeetb8fvF_LY"
"1","2025/01/07","11月度再振替手数料","-220","楽天カード","その他","雑費","","0","BjRY55Y2gSq1kfsTzSylSTGOH0mrw8uKQI5rEaLPiIo"
"1","2025/01/07","ファミリーマート/iD","-1330","三井住友カード","食費","食料品","","0","R4Fsrp-YSF3TKQrgmlb7kJq8-TakWq-iVcWItea8zCQ"
"1","2025/01/06","Audible会員プラン[Audiobook]","-1500","Amazon.co.jp","教養・教育","書籍","","0","3fy2GFZwZJPmJ40j__3ale-iNkdWE9csRb32m-r1UEM"
"1","2025/01/06","セブン-イレブン","-1916","楽天カード","食費","食料品","","0","xc50Drnx9N46N-K3vV4Sa-JbqEjf9p7LjPaPDMTAFss"
"0","2025/01/06","Audible / AMZN","-1500","三井住友カード","教養・教育","書籍","","1","ueSYGSYJBfIhX4t_f5zpuBxoh5pta3zbsgg340zva60"
"1","2025/01/05","PayPay C’s coffee","-1036","PayPayカード","食費","カフェ","","0","4XcJ_6udpiC0SvtYpZowDYzFwpTx31WHq37gGfLJrec"
"1","2025/01/05","PayPay ダイソー","-1435","PayPayカード","日用品","日用品","","0","bDt7F_uqVOcaX2uoK4LYFf0is4hFQB83Eo7pkBs4MuA"
"1","2025/01/05","サンドラツグ","-1597","楽天カード","日用品","ドラッグストア","","0","7T_gwNHVsFMsM0krPLjdMvVLbvxJxKm3pWgnAGH5VGg"
"1","2025/01/05","十万石 東浦和店/iD","-1058","三井住友カード","交際費","プレゼント代","","0","hHEkJnaGYVsh7Re-mtmvfM5kMA7zYA2OYuvNsiEGULc"
"1","2025/01/05","カインズアプリ","-13854","三井住友カード","特別な支出","住宅・リフォーム","","0","6aKPpJCNi9hLq04wU8WqIHtNI302h39pS_1K39RoPqM"
"1","2025/01/05","ソフトバンクM(12月分)","-34198","三井住友カード","通信費","携帯電話","","0","3AnYdnPPzsn_FmimfUwzWrqU9BSUgZqIfWAw-Lx1zjc"
"1","2025/01/04","ファミリーマート/iD","-1160","三井住友カード","食費","食料品","","0","XgHzeaBIlyMqX3jQmsZr0-b4XKqT9eEvSuFj2fJzmxQ"
"1","2025/01/04","マクドナルド/iD","-830","三井住友カード","食費","外食","","0","xnpjhFs2oRNlaSi9ZiPzMdcy7vz4JB1dJt3Fh7GE9Sw"
"1","2025/01/04","コカ・コーラ Cmode 自販機/iD","-160","三井住友カード","食費","食料品","","0","lHyaOudJWMNeY07diMZrcRdVwQ8gJv_8saQUvj_5FPQ"
"1","2025/01/03","PayPay イオンリテール","-993","PayPayカード","日用品","日用品","","0","orzLUZQ__oEkFHPEVBhPUz2i563bd-b1NfsIYu7gkoY"
"1","2025/01/03","ローソン","-1570","楽天カード","食費","食料品","","0","oCguN254Y7MjAU6i-JYq3ZuT5H1hQC_UFt5yaNjE5vw"
"1","2025/01/03","コカコ-ラジハンキクイツクペ","-170","楽天カード","食費","食料品","","0","NRWJYhcE9y10gS-lhKbfjIfOBNJTs51TbwypfoDFhrI"
"1","2025/01/03","Surprise School","-18000","三井住友カード","教養・教育","学費","","0","wfhz1fB3qh2A2oIyZEVAHKT4XbGqo-dptbVtttYu1lo"
"1","2025/01/03","ENEOS-SS","-900","三井住友カード","自動車","ガソリン","","0","UGQ0cAgk6FsvRRD28sVj9nBVw0K3pIClk9LUEoQv3mo"
"1","2025/01/03","ENEOS-SS","-2307","三井住友カード","自動車","ガソリン","","0","ooxJsIUPXBF2BHMpdap5wGKnLSUHixnHI9MkqXo0ahM"
"1","2025/01/02","メガドンキホーテウラワハラヤマ","-5477","楽天カード","日用品","日用品","","0","8czrQXfOSb745ePmG3pE5eBbIe8oNwEJiNrOeFmnqiM"
"1","2025/01/02","ヌマヅムラノエキ ヌマヅエスエ","-8187","楽天カード","食費","食料品","","0","pLNVfxwFq7JovAzZd6SmPS1puAXiPma_Wy9D_ACZBTM"
"1","2025/01/02","トーヨーベンディング株式会社/iD","-190","三井住友カード","食費","食費","","0","dRB_peBq78lHHda6Up7yOalIYaRpa5NV_dnwRaVPnTI"
"1","2025/01/02","ENEOS-SS","-7065","三井住友カード","自動車","ガソリン","","0","sIPZuMaDs90CQaf0opFWler3oIz5pvACd6MY_unKdKA"
"1","2025/01/01","お名前.comレンタルサーバー","-1573","三井住友カード","通信費","その他通信費","","0","n34ivxHFeJpIQOY304Xd1ppIkqN87c3tXoaSAG6Izzg"
