"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"0","2024/10/27","AMAZON.CO.JP","-1870","三井住友カード","教養・教育","書籍","","1","H4dgJfssmw49u6c1U22DCvusil6qUrKIypAS56vSBt8"
"1","2024/10/26","ファミリーマート/iD","-149","三井住友カード","食費","食料品","","0","EXIrBOGtXHQeDojo6X7oqxKgV7SJX6RPicj75wPEYD8"
"1","2024/10/26","ファミリーマート/iD","-660","三井住友カード","食費","食料品","","0","8IG0M8dUNrFh_Z_xkc70WkNJsTm0-yS5Wt88QjL0fe8"
"1","2024/10/26","マクドナルド/iD","-630","三井住友カード","食費","外食","","0","qG60PiqGWO_ry8vic2lvbS5szazsYbh04zKXL9xzJAg"
"1","2024/10/26","セブン-イレブン/iD","-580","三井住友カード","食費","食料品","","0","IXX14eAAZnGulJGC8uJSp3E50PiBxSsGUCrR9NY_R0U"
"1","2024/10/26","ローソン/iD","-1160","三井住友カード","食費","食料品","","0","6j1hNMScnVHkpnqbolthX9kJrLbvyjYMv0Qvb9msBFI"
"1","2024/10/26","OPENAI *CHATGPT SUBSCR (SAN FRANCISCO)","-3085","三井住友カード","未分類","未分類","","0","ImNWM4m28c2--0ACjYQt6g6LZT_A2vGJ0xv-gsmkvUg"
"1","2024/10/26","GO(タクシーアプリ)*アプリ配車","-2700","三井住友カード","交通費","タクシー","","0","HZ1v4WC2vzR4NVXRIL-PQJLTyKSe3d1w5H_hOzkZG5M"
"1","2024/10/26","GO(タクシーアプリ)*アプリ配車","-4600","三井住友カード","交通費","タクシー","","0","nE1ui4jJZrRiKagNDMYgx_vsPYA82jtdl8yE9ZZTtD4"
"1","2024/10/26","サイゼリヤ/NFC","-1650","三井住友カード","未分類","未分類","","0","XPVBquYV1ZPsTL01FHQUxnk0binOKMxSwe7zRTZHrzU"
"1","2024/10/25","ベストキツズプロジエクト","-14960","楽天カード","日用品","子育て用品","","0","zf_ixfivrGeezrQloJSeH0w1aIilD4IZQHFjxDSmpds"
"1","2024/10/25","セブン-イレブン/iD","1894","三井住友カード","未分類","未分類","","0","9CggiDGPonSS4UlsjvN_SklFXe_dqmDGpYFozuXm5Xc"
"1","2024/10/25","セブン-イレブン/iD","-190","三井住友カード","食費","食料品","","0","GBmuFHydQaw5EDC3UDjzl_NmIygo6NnzAvILFPUINOo"
"1","2024/10/25","セブン-イレブン/iD","-1733","三井住友カード","食費","食料品","","0","of1Wc3ZxBWuHWfatos9UtJiVdJWqbfg-LKqziJLHAdo"
"1","2024/10/25","セブン-イレブン/iD","-1894","三井住友カード","食費","食料品","","0","8rFeLDuvJz2hmWALzcXCTarpbuDCMjVXR1skNAgEG8g"
"1","2024/10/25","AmazonPay提携サイト","-15840","三井住友カード","教養・教育","書籍","","0","V-a-xIve-Qz_468UqvYwutcEPQQ9KEiZxALOsdKkcTQ"
"1","2024/10/25","振込1 スエタケ シユウヘイ","299560","三菱UFJ銀行","未分類","未分類","","0","sFDWnOG2o_JfKxW3EbvlrpkhDF3h9gVHUUqW-FGVWcQ"
"1","2024/10/24","リンガーハット 草加松原店/iD","-1180","三井住友カード","未分類","未分類","","0","Q1buGmXH-M3ErJbvHspnfkjFAAOoQUXUuF9zsIPaaiw"
"1","2024/10/24","ヨークマート 柳崎店/iD","-580","三井住友カード","食費","食料品","","0","Bv7t7ix19H0-Da6cX5JBFQEjIALeIC-Pv5upfNL-_D0"
"1","2024/10/24","セブン-イレブン/iD","-398","三井住友カード","食費","食料品","","0","DwZyw2V2Cm02kG_THqcWT2Tu050nSbQzZxhA25PqqxA"
"1","2024/10/24","マコなり社長","-3000","三井住友カード","教養・教育","その他教養・教育","","0","--noed42k-U_PC2ccx4Ssaj45AyeEvSqpktU7oVVpEk"
"1","2024/10/23","iD/日高屋 大和田店 /iD","-3130","三井住友カード","未分類","未分類","","0","vuJDRx_gwchDrcPgBpOWqIDN7m7NOy7bWAkTgyC6_jU"
"1","2024/10/23","ファミリーマート/iD","-580","三井住友カード","食費","食料品","","0","xOvNFRPNiFw314w-RaixFtx61CKnVPInHZhIW7JLkb4"
"1","2024/10/23","セブン-イレブン/iD","-1287","三井住友カード","食費","食料品","","0","8r_IdXBcIQcwzLNwNNIGv-QznRYfb1O7nVCjW9dpR8U"
"1","2024/10/23","モバイルSuica(Apple)","-3000","三井住友カード","通信費","その他通信費","","0","tolBr_kmySUSDuJqBhExcSz9c48eR2kOC1rBHETJnTI"
"1","2024/10/23","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","DIHWP2U9-LtGs7EthYmMbf6npS0etcWTlNBvsswnmKE"
"1","2024/10/22","かつや 大宮中丸店/iD","-2365","三井住友カード","未分類","未分類","","0","6nUlx11iZogVErms8i4FdyvoDkbdoUJWKFoQK1QULXA"
"1","2024/10/22","セブン-イレブン/iD","-334","三井住友カード","食費","食料品","","0","5rdber4QROKLyc5SnKiVu1b96JcpYr_RD540-sDe6A0"
"1","2024/10/22","ネツトフリツクス","-1490","三井住友カード","未分類","未分類","","0","2IpFPLTJjzn4JdSHkLbXKISN3GhkUALxP4GMlywYRAw"
"1","2024/10/21","丸亀製麺 大宮大和田/iD","-2560","三井住友カード","未分類","未分類","","0","Kr2-0LgVxMQBYswbYHo6ahHRGLBl5wpcwEpYlCfJAWM"
"1","2024/10/21","セブン-イレブン/iD","-108","三井住友カード","食費","食料品","","0","2lGjvnGv3_51q-Mbq2VxndVIMNkeNtbt5exBwOsWmI4"
"1","2024/10/21","セブン-イレブン/iD","-580","三井住友カード","食費","食料品","","0","9YRYmRqX5ny_8uX4lu7WKRN7I6rsJRZuO60sgQ8h3tM"
"1","2024/10/21","セブン-イレブン/iD","-1476","三井住友カード","食費","食料品","","0","sKurRbqdwDIhqsp82b8Kg7K1pz4fF5_wUcCBeCjVyk0"
"1","2024/10/20","CLAUDE.AI SUBSCRIPTI利用国US","-3073","楽天カード","未分類","未分類","","0","dFXVYmY_8wiIluLqtUYEIbd-_sqOHMPllR-z2sB0vrw"
"1","2024/10/20","プレミアムウオ―タ―","-3974","三井住友カード","食費","食費","","0","H7Y3mxlz90O_PFcOuAs25QTtjTHgPnrFHyoV5Vo3ulU"
"1","2024/10/20","株式会社kubell","-924","三井住友カード","未分類","未分類","","0","tqXHDeM1p0WV5qOGevPcEOxN02xpRu16CqE2Y3zZZuc"
"1","2024/10/19","PayPay 串と餃子と屋台料理 55酒","-2420","PayPayカード","食費","外食","","0","EtNva0O19j3AQ0pHz7HGY3aFGXFQTUWatJ4ODvQIyQg"
"1","2024/10/19","はなまるうどん渋谷駅西口店/iD","-1750","三井住友カード","食費","食料品","","0","5bxWN5Fz3WI6mkO5yMXrfIMHxiGK3WowqwL35soSFlE"
"1","2024/10/19","ローソン/iD","-138","三井住友カード","食費","食料品","","0","o4bRTADlsjTI0avof6n0lDWgV6fH0ZJceKtj9uQ-dGE"
"1","2024/10/19","ファミリーマート/iD","-745","三井住友カード","食費","食料品","","0","fFOHYZyddDhB5PUryWF1B9u6tCJVi-a5VvxRFRVMgGs"
"1","2024/10/18","割引","64","Amazon.co.jp","未分類","未分類","","0","uZ76fV6805kR-L_9sHbh7vk80yedJGJznimTNKtyen8"
"1","2024/10/18","キリン 自然が磨いた天然水 ラベルレス 水 2リットル 9本 国産 天然水 ミネラルウォーター ペットボトル 軟水 販売: Amazon.co.jp","-1282","Amazon.co.jp","未分類","未分類","","0","bSCAxTvYGlaGB6X0SiAQLV-TvNrStS3yWclSKTR9xAs"
"1","2024/10/18","コメダ珈琲店 浦和松木店/iD","-1490","三井住友カード","食費","カフェ","","0","Dmt_fzE9_sPRjVFWrRyDgCxze7DBMjdCZWiMv4JZ5pY"
"1","2024/10/18","ファミリーマート/iD","-258","三井住友カード","食費","食料品","","0","gAtMfajkcYG0fnMviboOa8A8a8sqULr-LKEn975hrdU"
"1","2024/10/18","セブン-イレブン/iD","-171","三井住友カード","食費","食料品","","0","XqUf8gpTSecStvM9rhkGKmY92vIKN691LWL0Pq76fHc"
"1","2024/10/18","セブン-イレブン/iD","-1137","三井住友カード","食費","食料品","","0","jNEN2RSb4iaGGqdhR06aGItrCqMBm9oKPM-ZHpH6FUA"
"0","2024/10/18","AMAZON.CO.JP","-1218","三井住友カード","教養・教育","書籍","","1","Ca414sm0NRMopGAAY5IVMgkNuY2HlVhjouWCKLjc74w"
"1","2024/10/17","丸亀製麺 大宮大和田/iD","-2160","三井住友カード","未分類","未分類","","0","4tXfjZ_d7uy7vQCbjOCtnvU_7nSsiJbRs7gDq1Am-x0"
"1","2024/10/17","セブン-イレブン/iD","-580","三井住友カード","食費","食料品","","0","txyO2qiNPE4BbEWl6v8104Jn6VLDPKJtdlpyx6QYp3I"
"1","2024/10/17","セブン-イレブン/iD","-1904","三井住友カード","食費","食料品","","0","Dbijj6Fsw5cvsKUOctqh37ksDfgZx0hdQcp_ynskCFs"
"1","2024/10/17","インスタ研究室","-980","三井住友カード","未分類","未分類","","0","0qW6RN2ViIeuuYS-8o0SPe0z9uSVSy3T7hbDkVux3Zo"
"1","2024/10/17","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","h7hvY0u0m7rDBR3VvxmmvAM1nstsYRo-G4GPZfWSMv0"
"1","2024/10/15","セブン-イレブン/iD","-300","三井住友カード","食費","食料品","","0","rhDbckysSLTpqBvn0kTNoGh7et4xC4vSp_sqhUodAx4"
"1","2024/10/15","七輪房 大宮大和田店","-5247","三井住友カード","未分類","未分類","","0","36wokYl2bNeehnFMTkhmAB38IDztZi9NvssHEpFbLdQ"
"1","2024/10/14","ファミリーマート/iD","-226","三井住友カード","食費","食料品","","0","Yq5U3oK8UybizDGbY-_6_H3FL1v8sokwVDfUBa3Q4Jg"
"1","2024/10/14","セブン-イレブン/iD","-580","三井住友カード","食費","食料品","","0","ZMpQU4h0lgN1ziARTGU6ekICqh3y7aU65WQE-LlJJQo"
"1","2024/10/14","Surprise School","-18000","三井住友カード","未分類","未分類","","0","JVxapA4sQ44dYJ-8Eh9SQr8ykVGdQLvG4EDx4UMhWng"
"1","2024/10/13","ポプラグループ/iD","-903","三井住友カード","食費","食費","","0","-OTSIf0yLLBbfAC261Sso7yQbl1u1yHZNELh6agdQpY"
"1","2024/10/13","小田原鈴廣 風祭本店/iD","-2387","三井住友カード","未分類","未分類","","0","FaUe0t1OYP33Mdmhvu_CJnXTxcr4GCPlvbTlR_QkAcY"
"1","2024/10/13","ファミリーマート/iD","-1075","三井住友カード","食費","食料品","","0","m5TJ74yLazALEk0Jxz-b4CcmXnm762hLHoO-9poKJS0"
"1","2024/10/13","セブン-イレブン/iD","-655","三井住友カード","食費","食料品","","0","d9Nnh5nn-qb_3SaZ2NVeT2RiAxjbmRsDssjLlN1twLM"
"1","2024/10/13","ZOOM.US 888-799-9666 (SAN JOSE )","-2338","三井住友カード","未分類","未分類","","0","qJW-Kw7bq4P295qF5iVKhx_Yty2MmMc2B_5_BzCCur8"
"1","2024/10/12","セブン-イレブン/iD","-580","三井住友カード","食費","食料品","","0","vXhOJYNgAnDHYIj-eeKSGvJ1Vna2i_8RkV_-vT_xOg0"
"1","2024/10/12","セブン-イレブン/iD","-1408","三井住友カード","食費","食料品","","0","GnmtDsgnMBPVirmB8C00xmFhb3WIaGUrv_o18UTHg18"
"1","2024/10/11","コメダ珈琲店 浦和松木店/iD","-1340","三井住友カード","食費","カフェ","","0","ICNrImAOUa2bf-K-_418k-Bn7InrRFloEklNKsbG1Ys"
"1","2024/10/11","セブン-イレブン/iD","-729","三井住友カード","食費","食料品","","0","TNWfi1EVZEphZNVeg6FVNbsuz4SZdXArGhnI98DMT6A"
"1","2024/10/11","ADOBE *ADOBE (ADOBE.LY/JPJP)","-7780","三井住友カード","その他","事業経費","","0","44GaLkoPcG-oh494tz9rzMOFxynsicx3PeaBi-4P82c"
"1","2024/10/11","AmazonPay提携サイト","-1980","三井住友カード","教養・教育","書籍","","0","Kn9gpt8Qv_6lKoyVVCL0JrEhVu563rzGaFXUk-lney0"
"1","2024/10/10","ライフチップスショップ","-2980","楽天カード","日用品","日用品","","0","MvJEgudgRAoFKq8aDh0JsxPxUxnQLWXChg7Z371GLsc"
"1","2024/10/10","吉野家東浦和/iD","-1185","三井住友カード","食費","外食","","0","VzxFu6TLJOtKxZp73PYmnBPEfrJ32Z5fYC0a1Qik7RI"
"1","2024/10/10","セブン-イレブン/iD","-806","三井住友カード","食費","食料品","","0","PyTm0IvSWSr8OLTuxa63Uhz5es2jd-NpZVquqMZYzFE"
"1","2024/10/09","PayPay 請求書払い","-14291","PayPayカード","未分類","未分類","","0","ORDKtu7Gja5pRVtR_oz9SUgmOOrtzR8muYglssc7_x4"
"1","2024/10/09","PayPay 請求書払い","-18647","PayPayカード","未分類","未分類","","0","37_TOz6niSqRHqhasV_e6QkCn775QO8CMpD4JMDnQV0"
"1","2024/10/09","PayPay 請求書払い","-19043","PayPayカード","未分類","未分類","","0","nHcRbpC1dj-KhQE8NxfxiGUxc6avQWzurddPp_eBfcs"
"1","2024/10/09","ヨークマート 柳崎店/iD","-580","三井住友カード","食費","食料品","","0","nzK1VNN7hRN1c_GNFP22mvqg9c1WTC73Q2bI1IDhRXg"
"1","2024/10/09","セブン-イレブン/iD","-751","三井住友カード","食費","食料品","","0","G_ST6jeTc1Rc4FpZBj9y-b-ZjBr6Hb-gJqluFs9Ln_g"
"1","2024/10/08","セブン-イレブン/iD","-1277","三井住友カード","食費","食料品","","0","gZ3NF02kSSb3lPU460OJwBfxxHAdthuQDLzVGLk7ykk"
"1","2024/10/08","セブン-イレブン/iD","-910","三井住友カード","食費","食料品","","0","ENCJm8Xj02VQXlhv9kARa9u7h6lsndYeznBwF4MfKuo"
"1","2024/10/08","カインズピツクアツプ","-5222","三井住友カード","日用品","日用品","","0","oiX1P1MTfNfDEbhfdGvYtGEKIvfKBaHWN5e0l_hKiF8"
"1","2024/10/08","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","wpeE8Uvjh60UpUQzpOlrenGWr2M4jBy81M81zxvwL2E"
"1","2024/10/07","[山善] ハンディラップ セット品 幅10cm×150m巻 ストレッチ フィルム くるット セット(本体1個+交換用ラップ3個) HW-150/HWR-150 販売: Amazon.co.jp","-1480","Amazon.co.jp","未分類","未分類","","0","hiCVQEoJLQqUnpofa3FFoAtMuskJc5EXHlDDCve0RJM"
"1","2024/10/07","08月度再振替手数料","-220","楽天カード","その他","雑費","","0","7bt9oThN4NVXB3OgB4uRdAqlX1lWBiNxsW0IiSa_peQ"
"1","2024/10/07","セブン-イレブン/iD","-1406","三井住友カード","食費","食料品","","0","BZOiX95dzteSgZDEZa3Hv4_clataH6lJCiSCnw7q5dc"
"1","2024/10/07","セブン-イレブン/iD","-2427","三井住友カード","食費","食料品","","0","Xur0w8a4oPeSsoi7xzWhAlfR573sTURr5PcLRn_3a7I"
"1","2024/10/07","freee","-2860","三井住友カード","その他","事業経費","","0","JjyRH01tAmi2JRcEZSNwxOYeowFrzN4kf6Ix4MX0khA"
"0","2024/10/07","AMAZON.CO.JP","-1480","三井住友カード","教養・教育","書籍","","1","rp83EWGuIQhZEt_2bzyGcP5BFmHkgoJgd5oO4_eyEfk"
"1","2024/10/07","手数料","-330","三菱UFJ銀行","その他","雑費","","0","L0P-pPLXycV4cb6dV-mwjVzG7J2FUBBpw7pTUgIqxG0"
"1","2024/10/07","カードC1 セブンギンコウATM","-5000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","-j7xAWGfkYt0LpoDDrg23g82GoHGL0tRJ_gli66fhzQ"
"1","2024/10/06","Audible会員プラン[Audiobook]","-1500","Amazon.co.jp","教養・教育","書籍","","0","yOl6m3bfajPvIjEB8FOLr_EyMVyJE3OVa0uO4i6lT2w"
"1","2024/10/06","イオン 浦和美園/iD","-1080","三井住友カード","日用品","日用品","","0","ADAjv3IRtsH4ia2gzGvL02mKUKaV77fhgIW2aanxqUc"
"1","2024/10/06","イオン 浦和美園/iD","-740","三井住友カード","日用品","日用品","","0","UzqhbWxwYRtByuv1XQIF0kUXvJjJE1wEAiKnIdak2j0"
"1","2024/10/06","イオン 浦和美園/iD","-580","三井住友カード","日用品","日用品","","0","310tgL887XfQmts1RucjopsNOyisyHfFikaVc0SNQ5g"
"1","2024/10/06","イオンシネマ浦和美園","-1000","三井住友カード","日用品","日用品","","0","o0Nb_cJYEvHNORGtns1nq63EGQsu8IvHGlPfmUyGdkM"
"0","2024/10/06","Audible / AMZN","-1500","三井住友カード","教養・教育","書籍","","1","ajq7sio7G6YAECa1L2ZeuYyWMpdybxxVNLeJIjBnrUI"
"1","2024/10/05","マクドナルドモバイルオーダー/AP","-3560","三井住友カード","食費","外食","","0","zcm2kiIaQlf0xMs9Y4QlgzQFUhJeaKbdZjaVss4MUaQ"
"1","2024/10/05","イオンシネマ浦和美園","-3000","三井住友カード","日用品","日用品","","0","vETvAixSetXYO0jP3HXsWysalODndwC0ZGcUpLE_hsk"
"1","2024/10/05","ソフトバンクM(09月分)","-37836","三井住友カード","通信費","携帯電話","","0","1Z5xMCkCnKO6SRDuXCKsP5b3Dzqkmwpyt29Uau6W4ZU"
"1","2024/10/04","PayPay セイロンコーヒー","-800","PayPayカード","食費","カフェ","","0","noabCVEPfRb3LUuyf2xTjVLQWC6HrgmGDcbwMiudPf8"
"1","2024/10/04","珈琲館 東浦和店/iD","-780","三井住友カード","食費","カフェ","","0","M7xNLzYo3tYg_veWhan_bkzIBVlala6Cc3v7aVraogA"
"1","2024/10/04","ドラッグストアセキ大間木店/iD","-2064","三井住友カード","日用品","ドラッグストア","","0","bnTpVGUEcj7n2_1T2nSm5qNw4VICcK5AnUxoSFi7n5c"
"1","2024/10/04","タイムズパーキング/iD","-100","三井住友カード","自動車","駐車場","","0","CZS8L2C1AKSxjzoMOZc4VkMUwee_n0wT4sJJhSEfICo"
"1","2024/10/04","セブン-イレブン/iD","-580","三井住友カード","食費","食料品","","0","PtvhSijgJil0O_HaXsgnW2Nsa8rCw1P_2FIjeNuwmac"
"1","2024/10/04","ダイソー/iD","-1760","三井住友カード","日用品","日用品","","0","HKHK0k9xrI9OSZHzFKvhTw6h03DmCIJS861tgus81Vw"
"1","2024/10/04","ムジルシリヨウヒン パスポ―トペ","-3078","三井住友カード","日用品","日用品","","0","-8c4tQVlnfRtSEudy3dk540CXqf4pFAWiy3lUeDQzbg"
"1","2024/10/04","マイニンテンドーストア","-1454","三井住友カード","趣味・娯楽","映画・音楽・ゲーム","","0","nVEQhGDLOmf4WAYruLNLLP_lnVVuzDfIpP03hyRf_fE"
"1","2024/10/04","手数料","-220","三菱UFJ銀行","その他","雑費","","0","7H2S4rUaSfq6Wv2p_N65dI5jKxgmDryG6l-qPzleErY"
"1","2024/10/04","カードC1 セブンギンコウATM","-20000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","Jglnq6uncDLD5wu3JGda_NM3UwNj6QLxCqitR3wwQWE"
"1","2024/10/03","ドラッグストアセキ大間木店/iD","-702","三井住友カード","日用品","ドラッグストア","","0","g1onyRSgq-6s9uEp8LD8Myn5Zysqyk5ee7v-ZOFn1FY"
"1","2024/10/03","スギ薬局 所沢牛沼店/iD","-1076","三井住友カード","日用品","ドラッグストア","","0","CzQ3oVszosb3h87qL73isqKpQ4nSixzc8PsesRE3Z5E"
"1","2024/10/03","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","3fTVSgRThwgLvy88BMkeUvFYfue9yaYep0jAMCbQaMA"
"1","2024/10/02","ドラッグストアセキ大間木店/iD","-1789","三井住友カード","日用品","ドラッグストア","","0","s0GuZLdfoG1GxB53yEAGlUBrcmDsszR8KVkKQLyJTTU"
"1","2024/10/02","セブン-イレブン/iD","-691","三井住友カード","食費","食料品","","0","OjuXLL-C9S0UKaFXzms5n4ngF1g5DQiDQ2ePxQ22vSg"
"1","2024/10/01","コメダ珈琲店 浦和松木店/iD","-1630","三井住友カード","食費","カフェ","","0","fOXHJpjSI2dk3UTdSqnVi54iRgI039J6ijEFsflPDD0"
"1","2024/10/01","お名前.comレンタルサーバー","-1573","三井住友カード","通信費","その他通信費","","0","bEf2Y7YY0SKOFtMNd68J5_akMYIw9Wt9bWzsfsrUIzg"
