"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/08/22","PayPay アークランドサービス","-1188","PayPayカード","未分類","未分類","","0","KPhdYayXspU_qUpm0RwQI8X6bFxO_3BqnTSWiskfWcA"
"1","2024/08/22","ボディケアスタイル・マスモリ/iD","-13200","三井住友カード","未分類","未分類","","0","Uo4JiA7q3q4xeM3dtsa0VNSEqoQ3PcfSOJIzxQvkPZc"
"1","2024/08/22","ネツトフリツクス","-1490","三井住友カード","未分類","未分類","","0","Ghyt556LAtQePT4AkOYQwPcgWGR9-QvgE0REzPVtI5k"
"1","2024/08/21","東芝(TOSHIBA) アルカリ乾電池 単4形 14本(12本+2本増量) 1.5V 使用推奨期限10年 液漏れ防止構造 アルカリ1 LR03AN 12MP 2Z 販売: Amazon.co.jp","-798","Amazon.co.jp","未分類","未分類","","0","l1JeVGQF9iisHZBYscmzqNna09crSByCfR2EIV9WNPg"
"1","2024/08/21","PayPay サンドラッググループ","-2890","PayPayカード","日用品","ドラッグストア","","0","nLbVQ7h8cCfy-lvPdavSGyeHof9mRQeMP5D7p-DGbbE"
"1","2024/08/21","焼肉食堂まんぷく川口道合店/iD","-3751","三井住友カード","食費","外食","","0","iYY6237a5TJYl9OEsNXLfY5JWPnShzk-UAon6t1KkjM"
"1","2024/08/21","エックスサーバー","-13200","三井住友カード","未分類","未分類","","0","ib2PNikLorboDWc-PKv5RtZo_7beq1TVcWDrzKrJWss"
"1","2024/08/21","ヤオコー 浦和中尾店","-1704","三井住友カード","食費","食料品","","0","r3LW4HCo2of5Nf1Usog7fgv7XQd6dUjW4KBu0QmaCvQ"
"0","2024/08/21","AMAZON.CO.JP","-798","三井住友カード","教養・教育","書籍","","1","cnY8okA5afsfmB966-vCvbGkG8Q31U_xcRwKWIHd-S8"
"1","2024/08/20","マクドナルド/iD","-640","三井住友カード","食費","外食","","0","_lBpX3gJuv9VGo1ecV-QWpXCwOcmbCjhp3rCSPMuOP8"
"1","2024/08/20","コカ・コーラ Cmode 自販機/iD","-140","三井住友カード","食費","食料品","","0","3jKSCGD39hqYuC6avUXVg80ADpfvKhVaPZkr22kQFKU"
"1","2024/08/20","株式会社kubell","-924","三井住友カード","未分類","未分類","","0","9xBMHn9Ln_dmq8ExOUIdt50PT_Xa7y5NzQ33W9RdF9Y"
"1","2024/08/20","奇跡の歯ブラシweb shop","-3801","三井住友カード","未分類","未分類","","0","mUmqLxUYvn79c-XzLSofj40cbFuSPwD5rkcI8CDpC_I"
"1","2024/08/20","カ-ド","-9000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","Zz3XGyHDc0Vw04_cT6V41FwgnMGemb8xQLR9Anmhrnc"
"1","2024/08/20","振込IB2 スエタケ シユウヘイ","-10000","三菱UFJ銀行","未分類","未分類","","0","6q2d2g5lAH4jRLrFXI8lAcv2oLVvKy5Hf9OsRpyGBNI"
"1","2024/08/19","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","Hd7_GIWYkoZ3NzHHSgHSvnSj31DtTWlURRaTWIzl8V8"
"1","2024/08/19","カ-ド","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","an8BhC7vaWwUACOAbeYRIFFCYswyfD1jmbiWvf9dt-U"
"1","2024/08/19","カ-ド","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","t7f-DKfBiFSmJwkDa3INgK4dRx_BL0W82B3WVY_wOOo"
"1","2024/08/19","利息 ス-パ-フツウ","5","三菱UFJ銀行","収入","その他入金","","0","4W9_cPS12kLlJDedrs7Z7DO52Xp-7i5XAJkvxMHp8CM"
"1","2024/08/18","割引","55","Amazon.co.jp","未分類","未分類","","0","npopskAqdOrcL3pLIUAs6y4J5K-7w7mcZN7ZTuJLA1c"
"1","2024/08/18","キリン 自然が磨いた天然水 ラベルレス 水 2リットル 9本 国産 天然水 ミネラルウォーター ペットボトル 軟水 販売: Amazon.co.jp","-1100","Amazon.co.jp","未分類","未分類","","0","g-BsJKLV4102ALyUnzvO0tJAa-IsLOzowCNwkRkyaU4"
"1","2024/08/18","ケンタッキーフライドチキン/iD","-1240","三井住友カード","食費","食費","","0","Vo68MDiBvnuzjy4HJIO7JAdDn19OWGAkOV5-g__LjTs"
"1","2024/08/18","マクドナルドモバイルオーダー/AP","-3870","三井住友カード","食費","外食","","0","HqnRTOHPMG--qOk_or0dvGrUp178YNEdV48EdNml81o"
"1","2024/08/18","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","ibmT0axFp-CKlCy_10aEskqCp-3OYAqar2UiTOHvxeM"
"1","2024/08/18","ヤオコー 浦和中尾店","-3320","三井住友カード","食費","食料品","","0","VSVJKXQ8dAREc6W5u8e6avy7uancIA596O9bXT4_chU"
"0","2024/08/18","AMAZON.CO.JP","-1045","三井住友カード","教養・教育","書籍","","1","Z63Ksr5FpGKpiu8jMF9te2YKJXjeslg0qzvoeDi26Fw"
"1","2024/08/17","インスタ研究室","-980","三井住友カード","未分類","未分類","","0","rrAGyVA-Pnugv6y95cRsYxZwl1Fa0HbegAlSic5qzMA"
"1","2024/08/16","PayPay セブンーイレブン","-367","PayPayカード","食費","食料品","","0","gytQFk6OPfABzny-Add9ph5NvM5Ybvo_4FtJ46FDhbI"
"1","2024/08/16","NEXCO東日本自動販売機/iD","-140","三井住友カード","食費","食料品","","0","0DNpedhGTysbv0lotaSr2XfVLeY-l8wvue8WA1lUCoA"
"1","2024/08/16","タリーズコーヒー佐渡佐和田/iD","-540","三井住友カード","食費","カフェ","","0","18pWhSUAGQLDKatXX8DPnNu8unplooAUtONDKsLjI9o"
"1","2024/08/16","nanaco Apple Pay チャー","-6000","三井住友カード","通信費","その他通信費","","0","gGp1eD7sdsirx_A9aFMyb82ft6By5PQmJNRtkvQC3XU"
"1","2024/08/15","PayPay ジェイエイエーコープ","-254","PayPayカード","食費","食料品","","0","otanIbuGxy12dELmQK7rD8Ia8SPvgZwQiDemsXF7BD4"
"1","2024/08/15","PayPay ジェイエイエーコープ","-305","PayPayカード","食費","食料品","","0","F_HnrOvS98Ux6MNeqq85z_X4I-8c915cChQwjNKpYJs"
"1","2024/08/15","PayPay 北沢Terrace","-2530","PayPayカード","未分類","未分類","","0","TIjn-Cbmd-qQz3erZrVjc_QaFm7OI4M0tA-eMIHXcrw"
"1","2024/08/15","PayPay 史跡佐渡金山","-6000","PayPayカード","未分類","未分類","","0","5U6Ic8TmD_dYIA1Egsx0PwOo6H2UPosfcRxsb7IATFU"
"1","2024/08/15","ハラダコ/iD","-1200","三井住友カード","未分類","未分類","","0","nJpd9koYJhOjqc3_XLBeScK05uzPz_LEEczouvxkwfg"
"1","2024/08/13","ポイント","713","Amazon.co.jp","未分類","未分類","","0","puXVGu2Ju9iGvq08yhXSUjALo-SXk481C9NlLlubMa8"
"1","2024/08/13","虐殺器官 (ハヤカワ文庫JA)[Kindle 版]","-713","Amazon.co.jp","未分類","未分類","","0","c1R-azXBc8o3r0r_pF3SW5uAR_kXaJU2XEb30SgcOGE"
"1","2024/08/13","PayPay ローソン","-1304","PayPayカード","食費","食料品","","0","WJ_ZGuOLhR2RH9fte-G8ijmApLc73M1dvzPiRX2k4b0"
"1","2024/08/13","赤城高原SA店売店/iD","-3120","三井住友カード","未分類","未分類","","0","28-NbnuDPyFXkmRSVXD7aLyGmCUz74ApBX8nJcpGx3k"
"1","2024/08/13","赤城高原SA店フードコート/iD","-1040","三井住友カード","食費","食料品","","0","4Lds7cwsim9XNSZCznUBGnOhhho0tu6_KYxzsbPomo8"
"1","2024/08/13","NEXCO東日本自動販売機/iD","-270","三井住友カード","食費","食料品","","0","h_8YTcrniJjnHzuofjKx5l_ncTzaVBB9JqDm3dftbP8"
"1","2024/08/13","券売機(東日本高速道路)/iD","-880","三井住友カード","自動車","道路料金","","0","OPw7aOWlnVolk-HWXm81nuKZgWjO6lIrQTGKAuMLtXc"
"1","2024/08/13","ZOOM.US 888-799-9666 (SAN JOSE )","-2338","三井住友カード","未分類","未分類","","0","vxFvXQiH8C43AatNjoBMIEwKo-7RlR3TITwesuSIhQY"
"1","2024/08/13","サドキセンインタ―ネツトヨヤクケツサイ","-56540","三井住友カード","通信費","インターネット","","0","QHc-mrLwz83dTkp7hjoMC21GWFXxwgkRFcSNdgmDsHo"
"1","2024/08/13","キャンプファイヤー","-10230","三井住友カード","未分類","未分類","","0","8jIbZv1db2s80OJqC6X4on9V2_Av3LlgywecyCJU1hE"
"1","2024/08/13","ENEOS-SS","-4872","三井住友カード","自動車","ガソリン","","0","btSaMj6SwRriHKYZhT518dkuicYv9Hl3OOgoyLD_T4k"
"1","2024/08/12","PayPay ファミリーマート","-5800","PayPayカード","食費","食料品","","0","V6av8lr7sPmP4Ga9St9Oo2wFI2iM7UwnZPsuvi7vdFk"
"1","2024/08/12","CoCo壱番屋JR東浦和駅前店/iD","-1262","三井住友カード","未分類","未分類","","0","6zv2bUOE_MA3B_99NVGmO0LB3V5YTFmfQJqTvqBxcj4"
"1","2024/08/12","コカ・コーラ Cmode 自販機/iD","-140","三井住友カード","食費","食料品","","0","a34wrJ45Kgql4133FvCsitD_M0Q5g0Znoj_Cmdum1Z4"
"1","2024/08/12","ENEOS-SS","-5595","三井住友カード","自動車","ガソリン","","0","XBUt3n3Qgzg9W5cy4_e9oQ-MR3f3YgRcNB7S415F04M"
"1","2024/08/11","PayPay セブンーイレブン","-1160","PayPayカード","食費","食料品","","0","hEQbUdo6DrWtx7QqUlwVwSc2-oT1yhDQVCJx4AiEOrU"
"1","2024/08/11","PayPay 日本トイザらス","-1999","PayPayカード","日用品","子育て用品","","0","7fVtBU8zNjn4JOkOi5GPoJSkcUPF8A6D_gcjmesjPQE"
"1","2024/08/11","CLAUDE.AI SUBSCRIPTI利用国US","-3022","楽天カード","未分類","未分類","","0","TiEmy9NMm5TKbkz-kbNdOdOPKcub4BWeYPrFWKoHg9Y"
"1","2024/08/11","MDイオンモール川口店/iD","-2482","三井住友カード","日用品","日用品","","0","1i_gPgvBk-CN44P6mHVdhK3WT-5FjhqExS-Mr3j0Hm4"
"1","2024/08/11","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","nwGMhCuCBxxIK9veeoVCcCzmeLpgkTZILhLkl1i9uPw"
"1","2024/08/11","ADOBE *ADOBE (ADOBE.LY/JPJP)","-7780","三井住友カード","その他","事業経費","","0","QqMkiMdUXQJEqc7PYy9TVcg3aFDQDpGjsP4uKefgnr8"
"1","2024/08/11","カ-ド","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","8TWCfAiWMt-ZzPIDGjDbhSICWmdfiuk7UR6s5co0XDU"
"1","2024/08/11","カ-ド","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","e6Nq_7kdESANrRCqjVQoUaUssWOwz5eaT-pNsf_MLik"
"1","2024/08/10","PayPay セブンーイレブン","-2740","PayPayカード","食費","食料品","","0","iKpMFcI0qm_lFVcgthnnesoqyYNbZCtLJiDMBUuRmyI"
"1","2024/08/10","PayPay パン工房風見鶏","-2870","PayPayカード","未分類","未分類","","0","dD_C-hbaCh5D5WjIo4fltg3Ncsn9chb-0FU7RZbLamo"
"1","2024/08/10","コカ・コーラ Cmode 自販機/iD","-170","三井住友カード","食費","食料品","","0","GUoOXP_eW8wGiUnCfoV5CeQKy7_fSzEmeLbc02Jvko8"
"1","2024/08/09","PayPay ファミリーマート","-160","PayPayカード","食費","食料品","","0","96t4o0XqAsi0eOyhxQXZ5GwlHh1kwos0ISEeIL2wNi0"
"1","2024/08/09","ケンタッキーフライドチキン/iD","-1020","三井住友カード","食費","食費","","0","_A45havPgqf7emkNKXwbuXPf_szkJncLhmT5U86ov80"
"1","2024/08/09","コカ・コーラ Cmode 自販機/iD","-140","三井住友カード","食費","食料品","","0","y7RX1POOtvTRd5nUX3v--yhFvlQXG2bZh0i40Yht2Xk"
"1","2024/08/09","スターバックスeGift/AP","-700","三井住友カード","食費","カフェ","","0","n-M6-O9QFqIolrgaNUaaYRy6-rNCiSuQLpS3C-Z1WN4"
"1","2024/08/08","PayPay 吉野家","-987","PayPayカード","食費","食費","","0","HQnedMmAXJBDfLLy5PwhdIOsDr4bEdfM29w1GS-01Bw"
"1","2024/08/08","PayPay セブンーイレブン","-2050","PayPayカード","食費","食料品","","0","JcqMSXjtfrLecYTarXyVR5lbw5LuMDGP_Wr_WUHjDGg"
"1","2024/08/07","06月度再振替手数料","-220","楽天カード","その他","雑費","","0","DlM8xtpyR6_uWU8txQ9WctUVoAX1exTCnaXB4snuoxs"
"1","2024/08/07","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","VrII0dGBDwU4PN69lk_4to8DFsm8-bbN-IUY-n5aiLQ"
"1","2024/08/07","freee","-2860","三井住友カード","その他","事業経費","","0","vsi8sUvQtO2thTHMwpXYjkD9iKjTkVJZqhXfyiD8ghk"
"1","2024/08/06","Audible会員プラン[Audiobook]","-1500","Amazon.co.jp","教養・教育","書籍","","0","H0oqMfDEbRYJntxikFMX9qpgNJ2P1w0C0zLX5CeawUA"
"1","2024/08/06","PayPay 吉野家","-973","PayPayカード","食費","食費","","0","JImjem4VSTJ634EkziU2biFjau6lbM9gr24Xxk_2Q5Y"
"1","2024/08/06","PayPay ファミリーマート","-1160","PayPayカード","食費","食料品","","0","EInQQ6F-7b5B-SMjGqi0_AxJO_loCkkVYWVoFmTGXSE"
"1","2024/08/06","マクドナルド/iD","-670","三井住友カード","食費","外食","","0","K7l8RJMGxyr_2H8ST5w_YQzOV4shW5957JJmjIxxqCE"
"1","2024/08/06","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","LYjNKYnncjz8n_Wdsh24IvSlE-OOjWH2PFtoqXdkLg8"
"1","2024/08/06","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","KUPDoA6GZ51gQ6nhB0hnICLiHw0pjHWRr2D28dM295s"
"0","2024/08/06","Audible / AMZN","-1500","三井住友カード","教養・教育","書籍","","1","x-p2bDoEKWoKq1aL59P-vrkIP5ch3K2tMulreqqMVeA"
"1","2024/08/05","PayPay ファミリーマート","-138","PayPayカード","食費","食料品","","0","6PE1eajETLmxLc9MYb4aywm3b69RyBKTDk4COEYvalM"
"1","2024/08/05","PayPay ファミリーマート","-1160","PayPayカード","食費","食料品","","0","4iJWjsTiMmVn4g7EO4zoORCQXWUzqVllxSVSOQHqrXo"
"1","2024/08/05","ソフトバンクM(07月分)","-30985","三井住友カード","通信費","携帯電話","","0","YS4d6zOVYVaF3DLWaIIxcaJp6BYAuGUC5X9lSKODSNw"
"1","2024/08/05","口座振替3 ビユ-カ-ド","-26340","三菱UFJ銀行","現金・カード","カード引き落とし","","0","Uh6pJbM953ElDy4fRuEZJlkVUJBuPA9en7OiZs3VnuU"
"1","2024/08/04","PayPay イオンモール","-1120","PayPayカード","日用品","日用品","","0","vqnFVcSmfq4ODJG5Bgyf98ju9xhUc7N-corVs2IElnE"
"1","2024/08/04","PayPay イオンモール","-1507","PayPayカード","日用品","日用品","","0","DIVn4lP8lP6KSSkHhpw3HH7Xr8SQQnzMPk0_yfjX4FI"
"1","2024/08/04","PayPay GEO","-2490","PayPayカード","趣味・娯楽","映画・音楽・ゲーム","","0","6-RkK4DW0mmGHZDw814CQyPsbhiOe53wlHTB3Yd5BZs"
"1","2024/08/04","PayPay ホビーゾーン","-4455","PayPayカード","未分類","未分類","","0","HHvwe81e4FmUC3PiA3akuGXltVhfR9P42b1BfYVpdM8"
"1","2024/08/04","コカ・コーラ Cmode 自販機/iD","-140","三井住友カード","食費","食料品","","0","dnJoQxMDPZ6oQ85-n4FolDmS_Amr75so8KMaszuWQrQ"
"1","2024/08/04","JD支払 JD /ユニクロ","-2970","三菱UFJ銀行","衣服・美容","衣服","","0","laL4bZTvqjIADcm-phC2Uz6H2QyclFe0DsVi7vinRn4"
"1","2024/08/03","PayPay サンドラッググループ","-206","PayPayカード","日用品","ドラッグストア","","0","f5T9Dir77YY8cEnNVYeEdbog_qPVwyOfDrxoLDLVON0"
"1","2024/08/03","PayPay ネクスコ東日本SA/PA","-392","PayPayカード","未分類","未分類","","0","LJIy9Ei7xrwmVaL_SOT54gOBwi12A12QIwtlrapWQqg"
"1","2024/08/03","PayPay イオンリテール","-674","PayPayカード","日用品","日用品","","0","AM9S3xVUviFibm1caIcHU2JY77uSOSWt-qmYnHMVmaw"
"1","2024/08/03","PayPay 博多中唄","-1620","PayPayカード","未分類","未分類","","0","OMHKDO74CnffSd26DGnRu_zS6tt-BGF-JmvrFIYALB8"
"1","2024/08/03","PayPay セブンーイレブン","-2626","PayPayカード","食費","食料品","","0","87JjrleKTNQLq2RXfRvqvuo7LnMUpLQQFRekDBuXbR0"
"1","2024/08/03","ENEOS-SS","-5666","三井住友カード","自動車","ガソリン","","0","qImhI7yf56vHlDmK2wbMy-u4FWsRQEHGIlIm9QrIGII"
"1","2024/08/03","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","Yj3DnCyN2VGGl5cqdd3cbrPn04lVxMLDvR5IiZ701qI"
"1","2024/08/02","洋麺屋五右衛門東浦和店/iD","-1500","三井住友カード","未分類","未分類","","0","pCD4Zo2bVE1h3lnmqKv06sPp7m6sjK4hn_eHZnUHOiY"
"1","2024/08/02","INT*XD ENTERTAINMENT P (SINGAPORE )","-2280","三井住友カード","衣服・美容","衣服","","0","D5juyOg_nOzaOzKjR3KawrG8NKZBOyDOqRzyoHQBqFk"
"1","2024/08/02","INT*XD ENTERTAINMENT P (SINGAPORE )","-713","三井住友カード","衣服・美容","衣服","","0","q60UZILfuZlUVO-UINmCMycD8TY4DmwJA7jmgd27Wk4"
"1","2024/08/02","ENEOS-SS","-2500","三井住友カード","自動車","ガソリン","","0","RsMgyyp6gA35Bm6hLgEmDL5dQ19HKjmO4oCA6AtQ4wE"
"1","2024/08/01","PayPay 087 cafe&bist","-1100","PayPayカード","未分類","未分類","","0","3CjcFqGcUtmD6TctU8XApsNtreXozrExYyNv-UZlKmE"
"1","2024/08/01","PayPay ローソン","-1809","PayPayカード","食費","食料品","","0","Ho_tvjvxbRt-aAoUk-_6NUI9ytQ_3Ye7iHNO5bWuhQs"
"1","2024/08/01","コカ・コーラ Cmode 自販機/iD","-170","三井住友カード","食費","食料品","","0","HX2FNDJqds1gaRX-IfWDuMOolrDqJOHltSNaFlO3S_A"
"1","2024/08/01","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","E1nqbAir2ITDTu50LwlE_pgx7VzC2QDqj1wCNpdILzk"
"1","2024/08/01","お名前.comレンタルサーバー","-1573","三井住友カード","通信費","その他通信費","","0","Xd6T9owOc9aLwQn3OGaEFBvHAQO2DJf5sfXm6QQLRJ0"
