"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/07/28","イオンシネマ浦和美園","-400","三井住友カード","日用品","日用品","","0","ObnEdkJiBgf0BJ_2LlIWz21rWH_asQ-dizx07Vx-Lyc"
"1","2024/07/28","プレミアムウオ―タ―","-3974","三井住友カード","食費","食費","","0","tbAQ9Z8ighWloFA2AXnzxljihQKFhvrKt_PmazS_p5M"
"1","2024/07/28","株式会社ジーエスアール","-3212","三井住友カード","未分類","未分類","","0","R-Zve-abhX_DXtGB2WYflUDeJfhYqgkuRPd-5_Kw1iQ"
"0","2024/07/28","AMAZON.CO.JP","-1980","三井住友カード","教養・教育","書籍","","1","3nTpRr6QIpXlSMMCDiaM15dj2zuxgAY8v8lc33U5-bg"
"1","2024/07/27","PayPay セブンーイレブン","-743","PayPayカード","食費","食料品","","0","UZdyABp-abeHJZTGhXw-v751oRKKnvcnagj2um0QD0Q"
"1","2024/07/27","PayPay セブンーイレブン","-1160","PayPayカード","食費","食料品","","0","hbWKCOqbKo9VcGPBP-VkDGdDu4D6bKW-e4lKCeX9ftk"
"1","2024/07/27","ココス/iD","-2937","三井住友カード","食費","外食","","0","aSsy1RqfqbGpeTpIuKR2SmQcoYPqE2k_lXJ1oZUE5J8"
"1","2024/07/27","コカ・コーラ Cmode 自販機/iD","-180","三井住友カード","食費","食料品","","0","XJRgWSTyb22wt509DW3itFXyaLuqYM7ejrx-hDclmBk"
"1","2024/07/27","ソフトバンクワイモバイルまとめて支払い","-1026","三井住友カード","通信費","携帯電話","","0","0wq1E8gdspaqwI2iJe-GlNKQkAsvS3uZkPdotxuga00"
"1","2024/07/26","PayPay セブンーイレブン","-150","PayPayカード","食費","食料品","","0","xLtPi45hJSn6xHJ8Pe1kXvjnDmVtmvbd6eRJBpvpM0g"
"1","2024/07/26","PayPay ファミリーマート","-270","PayPayカード","食費","食料品","","0","ldkHTNzwDijie-VDYMEET4iXoCJH6VUx5jm9RthT8Ts"
"1","2024/07/26","PayPay ファミリーマート","-580","PayPayカード","食費","食料品","","0","OgAAH11m_Qs5BU9jbxQHe7gZfydtIgJWUB51l6nGQyQ"
"1","2024/07/26","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","SBUwH9KBU8iZ8nzD7DT1oKaHlLxfFDg3XFc0lpULpSE"
"1","2024/07/26","カ-ド","-20000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","u_MZj7CHQeywPagyGQS9kNnfe2tIsZV_qjC1pUjJR5o"
"1","2024/07/26","手数料","-198","三菱UFJ銀行","その他","雑費","","0","P4VcAp0lmMla1R-ubcPMp-2h6Pf1ao22AlL85Sf75zg"
"1","2024/07/26","カードC1","-20000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","0THpfQFbRr53OhspC_1iHXCkRLA1TMGCUF466uLl7e8"
"1","2024/07/26","カ-ド","-20000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","Z9hMO9PLnJ7mJto7XTFEu1oV87cbGo18KUxQ8DhwuKI"
"1","2024/07/26","カードC1 セブンギンコウATM","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","k7wcHlWjy71Cw94wAP4mn71zpM5WtOR2N8D_vixw6xM"
"0","2024/07/26","口座振替3 ミツイスミトモカ-ド","-209619","三菱UFJ銀行","現金・カード","カード引き落とし","","1","cfunz78-ifb5nYeHrYRw1Imww529wMsShtYOnUnk1vo"
"1","2024/07/25","PayPay セブンーイレブン","-1884","PayPayカード","食費","食料品","","0","OHfB3BWdOATExrlsCYUfDiyAheFuxO-ZYWTNKMZrcLE"
"1","2024/07/25","ベストキツズプロジエクト","-14960","楽天カード","日用品","子育て用品","","0","kK_dq7s6zQXKYOOtu7-04iJAe_mNhCNVcQD3bl0ZqL4"
"1","2024/07/25","振込1 スエタケ シユウヘイ","299560","三菱UFJ銀行","未分類","未分類","","0","w5vSKTJ3CFMjoK-vAjxboXqHmw381vz8LdcISD6pZn8"
"1","2024/07/24","PayPay 築地銀だこ","-748","PayPayカード","食費","食費","","0","asvPL2FCDxyChbd2pbFSLApwISYGRtfgGpm2zo19iEY"
"1","2024/07/24","PayPay 葵製麺","-1180","PayPayカード","未分類","未分類","","0","FkVB2XMQrzt_t4ZK0vHHEey2b_evbP9ttn0OpWuc8n8"
"1","2024/07/24","マクドナルドモバイルオーダー/AP","-1870","三井住友カード","食費","外食","","0","SHjvNJmT0TvBNc6xdIyASwVV6d8Jx3n53baSq14b5dQ"
"1","2024/07/24","マコなり社長","-3000","三井住友カード","教養・教育","その他教養・教育","","0","O2qKY3Y0d5Y2NVxFsnBSLdS-2dGz_tXIqtLsrrRqhk4"
"1","2024/07/23","PayPay フェイス","-979","PayPayカード","未分類","未分類","","0","885NOCpp2qWBGTWHbw8ryHpm1lDyhJ9ImgkQ4kONnbg"
"1","2024/07/23","PayPay セブンーイレブン","-1236","PayPayカード","食費","食料品","","0","FsoATaUIp_s0mNQMo5u9Av2UEy0XENc_ILNDbFSV4vo"
"1","2024/07/22","by Amazon 天然水 ラベルレス 500ml ×24本 富士山の天然水 バナジウム含有 水 ミネラルウォーター ペットボトル 静岡県産 500ミリリットル (Smart Basic) 販売: アマゾンジャパン合同会社","-1056","Amazon.co.jp","未分類","未分類","","0","21umxXG6Wu7whpJg39NVrbfUrD30GdjwXpIgFedn6aE"
"1","2024/07/22","by Amazon 天然水 ラベルレス 500ml ×24本 富士山の天然水 バナジウム含有 水 ミネラルウォーター ペットボトル 静岡県産 500ミリリットル (Smart Basic) 販売: アマゾンジャパン合同会社","-1056","Amazon.co.jp","未分類","未分類","","0","SHKyjCRjeKQhusHivobNXubxwx9RSat27KAN_wnQAKg"
"1","2024/07/22","PayPay 丸亀製麺","-1300","PayPayカード","食費","食費","","0","mYzNm_QrwM1zmiW-KDBc_VVRfZuQE_te0RVBviA7yi8"
"1","2024/07/22","ネツトフリツクス","-1490","三井住友カード","未分類","未分類","","0","-gJWjAQAH_ea99nBcdLFXrmYFjkvpH-q4SB8Zxvna1U"
"0","2024/07/22","AMAZON.CO.JP","-1056","三井住友カード","教養・教育","書籍","","1","2MUpZ4CXtZHnAXTr-1C6sanCkuYNL5twvG2l4vI5ugY"
"0","2024/07/22","AMAZON.CO.JP","-1056","三井住友カード","教養・教育","書籍","","1","_5r5suvMQUbhkIisZ4PsjxVpsU4Hbu8iBT--fqp4kHk"
"1","2024/07/21","PayPay HELLO CYCLING","-130","PayPayカード","未分類","未分類","","0","CyaRcaC_wLpnnkdMLUT9PmxKUXwZO1r0kdUW1sJNDys"
"1","2024/07/21","ケンタッキーフライドチキン/iD","-2810","三井住友カード","食費","食費","","0","e-nApHqPvrkqqdG3WuMy-pUgSXYifysAnVLrErqmWpc"
"1","2024/07/21","ファミリーマート/iD","-1317","三井住友カード","食費","食料品","","0","UvJkJZTTIFZytGc4PULw5QlU2ID4JpoThDkfm9wcBMI"
"1","2024/07/21","ジーユー/iD","-8960","三井住友カード","衣服・美容","衣服","","0","0W2FpAA7icHcFC70q2wL4nDj1ysKM6CoBPLecwEGU6Q"
"1","2024/07/21","ユニクロ/iD","-2580","三井住友カード","衣服・美容","衣服","","0","FI1Y2GMWXk-xEoYKSzzHVBjNkaozSUCps9X5IPkJVdk"
"1","2024/07/21","カインズホーム","-6267","三井住友カード","日用品","日用品","","0","m0YtaTWiPaVi8fHS7jznZHdFj-sL7BECbbozyqII4V0"
"1","2024/07/21","カ-ド","-20000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","hWdp4dRmlEJXAZTQhNvMFSbOqUL9j7KU8AL1mg_E0V0"
"1","2024/07/21","振込1 ACサ-ビスセンタ-","20000","三菱UFJ銀行","未分類","未分類","","0","NOIq_jJqZK2hd_AeHR4iA0WHm2_LG7KBVlxbmXFUI9w"
"1","2024/07/20","PayPay ABOUT LIFE CO","-842","PayPayカード","未分類","未分類","","0","rjM7shKRTmleR6SYWajADP4wKpPJVJSVR7iLVoQNDZw"
"1","2024/07/20","はなまるうどん渋谷駅西口店/iD","-1340","三井住友カード","食費","食料品","","0","ylUlG4-glACvRA3K0E6PmfHo41bkxHs9MD6R7r8Myqg"
"1","2024/07/20","コカ・コーラ Cmode 自販機/iD","-180","三井住友カード","食費","食料品","","0","zBSA_ddwmj6vfg8PeS_m_Q0a5cVM-BtQE3xAo07BUU4"
"1","2024/07/20","株式会社kubell","-924","三井住友カード","未分類","未分類","","0","QOATkXaO18mOWhogHF5MSqGZ0rEkB81gRoga8pfgiYE"
"1","2024/07/19","3M 両面テープ 超強力 なのに あとから はがせる 平滑面用 幅15mm 長さ1m スコッチ KRG-15 小巻 プレミアゴールド 販売: アマゾンジャパン合同会社","-601","Amazon.co.jp","未分類","未分類","","0","xIqUpQZuB27VX80wZAlz-GpOXMEagY5BgqIi6zRMg9Q"
"1","2024/07/19","ポイント","1782","Amazon.co.jp","未分類","未分類","","0","mpX5yL1Tua_vHs7JdWovLGpHvAH9LdeICKuLDBKcD9g"
"1","2024/07/19","イシューからはじめよ――知的生産の「シンプルな本質」[Kindle 版]","-1782","Amazon.co.jp","未分類","未分類","","0","4_eRgOpqGReFdt-Jl3pCR1BhID48h0RWZXQv2C6I-pI"
"1","2024/07/19","PayPay コメダ珈琲店","-810","PayPayカード","食費","カフェ","","0","3tdWd1GTT-OZdAn7epz73nTUDvPNA_t-V_c6o5sZ8P0"
"1","2024/07/19","PayPay ファミリーマート","-1319","PayPayカード","食費","食料品","","0","Q__ia_uXfYjXJ3sdrHmVEllNzvWZFWrRZbFdizxiw7w"
"0","2024/07/19","AMAZON.CO.JP","-601","三井住友カード","教養・教育","書籍","","1","_bxrzvl_e7bv_wnW2HOlL8ZwzUxZKXfThw1d-Xwn5rU"
"1","2024/07/19","カ-ド","-18000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","_qoGxQSwOEjcjZJs2hMOe6J9DQr9tQxTPZckOr0-vr4"
"1","2024/07/18","割引","52","Amazon.co.jp","未分類","未分類","","0","uAICM-66dZd-BuVSlZZpUftAC9TheJe5oe2zWK98AeM"
"1","2024/07/18","キリン 自然が磨いた天然水 ラベルレス 水 2リットル 9本 国産 天然水 ミネラルウォーター ペットボトル 軟水 販売: Amazon.co.jp","-1036","Amazon.co.jp","未分類","未分類","","0","wnUZVRQu3TlpkuX7F28MYex4Y0rsU9sxqo3kjCCmO-c"
"1","2024/07/18","割引","2000","Amazon.co.jp","未分類","未分類","","0","j7QAJ3GQXCAltwRuF-MOKPFyBNSO8CBuH5ROJuyI6UY"
"1","2024/07/18","Amazonベーシック HDMI延長ケーブル 0.9m オス-メス プレミアムハイスピード ブラック 販売: Amazon.co.jp","-1045","Amazon.co.jp","未分類","未分類","","0","JHGyRHTUTuHWu9NMnJ_6tu1sfAEf20N-9VhEilGtVSQ"
"1","2024/07/18","Fire TV Stick 第3世代 | HD対応スタンダードモデル | ストリーミングメディアプレイヤー【2021年発売】 販売: Amazon.co.jp","-4980","Amazon.co.jp","未分類","未分類","","0","5QuEtZ2b2QrOVGgy0-dEqMKFTqgBJo1R9FN329CyK-c"
"1","2024/07/18","GamachaTowel 全22色 フェイスタオル【 フォレスト 10枚セット 】 キッチンや洗面所の手拭きに 使い勝手の良い薄手タオル 綿100% 肌に優しく吸水速乾 普通サイズ 販売: タオルショップ AMY(エイミー)","-1800","Amazon.co.jp","未分類","未分類","","0","1BHYUfja0AFxRBYUA7lHbEtFJDaY26snjKZ4PnUNQF0"
"1","2024/07/18","今治タオル 認定 フェイスタオル hiorie(ヒオリエ) リバースタオル 4枚セット オフホワイト 日本製 速乾 吸水 今治ブランド 綿 コットン100% 販売: タオル直販店 ヒオリエ/日織恵","-2200","Amazon.co.jp","未分類","未分類","","0","Wrf2RGDVaNguXsKROkxrkly0cY4tYYOsXdxkTWMewXg"
"1","2024/07/18","カラオケ@DAM[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","ex8apSQkDvV4My91IxIpseMbvD7WsRPrEAoH91s-O6Q"
"1","2024/07/18","ポケカラ-Pokekara 本格採点カラオケアプリ[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","y6WTQvBul0XtP_3_WLzFbb0BL03JmAT6csMPp3LNuao"
"1","2024/07/18","テレ東BIZ[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","4MsZf5NNHaUdFK1Dy9mUJP2I7691Oq_d2xDFomiIuKE"
"1","2024/07/18","バンダイチャンネル[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","_aIpY4qdyb6vomrQ8-fi4HPL7l-6Px2cGssTxHa-pJs"
"1","2024/07/18","DMM TV アニメ・エンタメが非常識コスパで見放題[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","kDM8L-N_kENtNmh7hmWXSUmJ5-Ro23bvIw36BeuzvBs"
"1","2024/07/18","ベルリン・フィル  デジタル・コンサートホール[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","KkXMPq1nZLzUKrb9xK7GTqOP2-9wyUrrpvYLYSJJ7z0"
"1","2024/07/18","Twitch[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","q9pNvd30DeQpO7MMQQWa9MOfZvqRIRjByYEIek4-ATw"
"1","2024/07/18","WOWOWオンデマンド[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","KXyhIMHaWMzyopUace5OlzaZF0GwyMEC0RyoFy1qqSk"
"1","2024/07/18","クレーンゲーム「トレバ」[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","f1dusBBxyLyJzJlS904VZ-kd31lmmRD-5JjvkKzBhjs"
"1","2024/07/18","TED TV[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","ZpvIqbpksgLBqFwrHxm9PwADh09XycR7BnME0-L4-Vg"
"1","2024/07/18","テトリス (Tetris)[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","MAOqYi47mArUPqQNNrCXeikpRTi0zLJ6611MSV4StUU"
"1","2024/07/18","TELASAテラサ 映画/アニメ/ドラマを見逃し配信で視聴[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","p6FkVuFHwk1A2Pfg4_xLBkM-xuSibiRegFGq3Hs7Sko"
"1","2024/07/18","Disney+[Androidアプリ] 販売: Disney Electronic Content, Inc.","0","Amazon.co.jp","未分類","未分類","","0","Y6s2YoQigVY_AQttr0dsHbawExFRojztnXWcQs0mMpw"
"1","2024/07/18","FYSTA TV ~お家で簡単フィットネス~[Androidアプリ] 販売: Amazon Services International LLC","0","Amazon.co.jp","未分類","未分類","","0","JBFBO7OGWSyek7KMb1QaSUDXTseB8HvLUvaaPPwOXRw"
"1","2024/07/18","マルシゲラクテンイチバシ(ヘンサイヘンコウ","-3470","楽天カード","未分類","未分類","","0","lEdUYOtBGGxqmJ4Mwv6mIANvYKSbAU0dK32F86Gg5R8"
"1","2024/07/18","(株)シャトレーゼ/iD","-1025","三井住友カード","未分類","未分類","","0","QMLj32dgjzXzvNMxITiPYf6hGAqSsjXpOrcGh6_7MOY"
"1","2024/07/18","コカ・コーラ Cmode 自販機/iD","-140","三井住友カード","食費","食料品","","0","hjrxs9GOp38-pzWFO4VwJ8hFWrTkTuWxjDNFrcOAyhU"
"1","2024/07/18","ENEOS-SS","-8707","三井住友カード","自動車","ガソリン","","0","cX5lbs3-GbmpENpbnferGxhXyZeGrt_Yb-CKKXBq2XI"
"0","2024/07/18","AMAZON.CO.JP","-8025","三井住友カード","教養・教育","書籍","","1","RoV-wHf0xz54WpUPdGE8DFPg8UckiiIIoUOysS1fbqw"
"0","2024/07/18","AMAZON.CO.JP","-984","三井住友カード","教養・教育","書籍","","1","eoi1UQg-Erj_BFv5lWPDz0QaNWs0jWTAkffy_ydd8cs"
"1","2024/07/17","PayPay ファミリーマート","-1160","PayPayカード","食費","食料品","","0","uIWdXJ587dPxV_IIQvBiqXGDe0okm7YWM_ytxKpVdPE"
"1","2024/07/17","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","StsBoctFr_puVIzJBh-5zQ3IIBo8CYse-X_O1wFj0Lw"
"1","2024/07/17","インスタ研究室","-980","三井住友カード","未分類","未分類","","0","TzA2xyjmyOjYnY-se3CBObJ07jBuL5-TLL_kRFRiUU0"
"1","2024/07/16","配送料・手数料","-550","Amazon.co.jp","その他","雑費","","0","TyFE3NA_b18b_AgCvyujFE407G2DSCfjBiTuDOFaki0"
"1","2024/07/16","サンワダイレクト LANケーブル CAT7 3m メッシュ スリム 伝送速度10Gbps 伝送帯域600MHz ツメ折れ防止カバー 500-LAN7MESL-03 販売: サンワサプライ直営【サンワダイレクト】★14時までの注文は国内から当日出荷★≪土日も出荷中≫","-910","Amazon.co.jp","日用品","日用品","","0","FGF3cMG7rSwo5N2tk8WpakKkLkSxQfd1RAOArGnqm-4"
"1","2024/07/16","PayPay ケンタッキーフライドチキン","-1050","PayPayカード","食費","食費","","0","cppwz7LIOuI-Jdbwp11W0sCPDBuOWYhgDR5rNjv9Vxc"
"1","2024/07/16","PayPay セブンーイレブン","-1160","PayPayカード","食費","食料品","","0","yz_6mWeoXAfUqSnxhomRzqQYlzIaKLR2TCMVAybp5Pg"
"1","2024/07/16","PayPay 生豆焙煎工房まめや","-2094","PayPayカード","未分類","未分類","","0","Lkg5RmcedNca556GKK9nHOEUFju60VK7JFgEy4K4HTY"
"1","2024/07/16","PayPay 餃侍","-3980","PayPayカード","未分類","未分類","","0","6dPJVzpwFfGVdlvTRM4S3q3GQVvoRj_FJwYPgJvi8oY"
"1","2024/07/16","飲料自販機/iD","-140","三井住友カード","食費","食料品","","0","a5Q3tBxNvHq6yBOETwffs-7eGbupg5KMKhJw86w2s48"
"1","2024/07/16","セブン-イレブン/iD","-149","三井住友カード","食費","食料品","","0","MVFLX1rJYWfTbCJJ3kkQ-0QPj9_OVPgID9djvn-7oOM"
"0","2024/07/16","AMAZON.CO.JP","-1460","三井住友カード","教養・教育","書籍","","1","lIwKQlfJ_7Ah4PouuscdgrTMfyJb23SyJ76GYKlCkck"
"1","2024/07/16","振込IB1 アコム(カ","-70000","三菱UFJ銀行","未分類","未分類","","0","ylxe1L6lgKLt-O6KZC1PgFhCcPqRhAd8htqphyAligI"
"1","2024/07/15","割引","208","Amazon.co.jp","未分類","未分類","","0","VRIZtyXa2XWo-8XOoU2mLaw_HfPx6zcSaCT5W6M2b5g"
"1","2024/07/15","オルナ オーガニック 泥 洗顔 洗顔フォーム 泡洗顔 毛穴 黒ずみ 対策 泡 立て ネット 付き 130g 販売: 【公式】ALLNA ORGANIC/WHITH WHITE/HMENZ/Q+【100日間保証】BLS","-2080","Amazon.co.jp","未分類","未分類","","0","Jg_HyIhBajNpZgZpAWNg-caqtvLB80GWa6jU3uBxq_o"
"1","2024/07/15","割引","208","Amazon.co.jp","未分類","未分類","","0","kyGirXHEG1SWrF2neKqX-LTaJcX_T4loBL2LLvjztS0"
"1","2024/07/15","オルナ オーガニック 泥 洗顔 洗顔フォーム 泡洗顔 毛穴 黒ずみ 対策 泡 立て ネット 付き 130g 販売: 【公式】ALLNA ORGANIC/WHITH WHITE/HMENZ/Q+【100日間保証】BLS","-2080","Amazon.co.jp","未分類","未分類","","0","Wz6fvPgPY4eYX0vD8geb2DpqzPQi2nn3JIeV6pHKpEI"
"1","2024/07/15","ESR iPad Air 第5世代 フィルム 2022、iPad Air 第4世代 2020、iPad Pro 11インチ(2022/2021/2020/2018)専用 ペーパーライクフィルム 着脱式 マグネットスクリーン保護フィルム 紙のような描き心地保護フィルム 再利用可能 強化フィルムと互換性あり マット仕上げ 販売: Dexterifytech JP Store","-1699","Amazon.co.jp","未分類","未分類","","0","xS5QBPQ6HbMFWkJdhhZmQPjh7ve6jZmdfn6BJT5qi88"
"1","2024/07/15","【2023年最新 バッテリー残量表示 iPadペン】USGMoBi タッチペン iPad専用 ペンシル 傾き検知 マグネット吸着 パームリジェクション機能 スタイラスペン Type-C充電式 超高精度 無遅延 iPad/iPad Air/iPad mini/iPad Pro 2018年以降iPadに対応 ペン先2枚付き ホワイト S13 (ホワイト) 販売: USGmobi JP","-1999","Amazon.co.jp","未分類","未分類","","0","0WV99HpQWuUbEAbt8NzybY7Uk2PiGhVMhIPlyMlFy2U"
"1","2024/07/15","【Amazon.co.jp限定】WiFi ルーター TP-Link 無線LANルーター WiFi6 160Mhz AX5400 規格 4804 + 574Mbps WPA3 EasyMesh 対応 メーカー保証3年 Archer AX73V 【 iPhone/Nintendo Switch / PS5 動作確認済み】 (8380円 * 2点) 販売: Amazon.co.jp","-16760","Amazon.co.jp","通信費","インターネット","","0","sm474825Iea5t1BKmWF4w7DcxfyV9IV5sbUomMWqx8Y"
"1","2024/07/15","PayPay イオンモール","-550","PayPayカード","日用品","日用品","","0","H5WP0a2OiuOEczjGXiB6sAKm-iMiJz4f5-gklOJfAkM"
"1","2024/07/15","PayPay 築地銀だこ","-968","PayPayカード","食費","食費","","0","TzrrFwE2w4O24REV4ib4gPq_y1MMT8t9RGio038ULb0"
"1","2024/07/15","PayPay イオンモール","-3860","PayPayカード","日用品","日用品","","0","FilumL8l7cOKdicASync7TR4DQBUm5jjQYnMPQCN5S0"
"1","2024/07/15","PayPay ドラッグストアセキ","-4878","PayPayカード","日用品","ドラッグストア","","0","GTvW9KwgpJ3z_d7gcuNsYaej9q7Q-Th-90jEE3NvD6Q"
"0","2024/07/15","AMAZON.CO.JP","-16760","三井住友カード","教養・教育","書籍","","1","cY9wymw3Sg1uJ5_ARrdTI6n8AMqBjX63VHiQKiZ0JuY"
"1","2024/07/15","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","IviNiHSDoEoHu3eTF1xw_yxVSgmGf6npV-n0daOyPBw"
"0","2024/07/15","AMAZON.CO.JP","-1872","三井住友カード","教養・教育","書籍","","1","YP_-RqhzKg2kDgWDb6fmY1KOnOTnZad8kETmmq5BKMc"
"0","2024/07/15","AMAZON.CO.JP","-3698","三井住友カード","教養・教育","書籍","","1","bjdjXmv1atSyA3tQfJg1mfif8np07pE8w7KLVR8nvxE"
"0","2024/07/15","AMAZON.CO.JP","-1872","三井住友カード","教養・教育","書籍","","1","_uLZ8kbqKFqZWdrsQBvolczBetWebtd3QpdpMRCHSHY"
"1","2024/07/14","キリン 自然が磨いた天然水 ラベルレス 水 2リットル 9本 国産 天然水 ミネラルウォーター ペットボトル 軟水 販売: Amazon.co.jp","-1036","Amazon.co.jp","未分類","未分類","","0","Y93VsYSyNTitrMltqTJrr-dwtlLcQRrCU024ImpYE0g"
