"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2025/02/26","遅延損害金(ショッピング利用)","-2677","三井住友カード","その他","雑費","","0","cZCh3pQyL6Ly7lhIKncP1F2Fc6JRqi2DXyo5r4AueWQ"
"1","2025/02/26","OPENAI *CHATGPT SUBSCR (SAN FRANCISCO)","-3341","三井住友カード","通信費","AI","","0","PJm5KjRdhsC1qoR2FV6kwxvEGTK5n9MzidYUT-cBBiI"
"1","2025/02/25","カ)エスケ-コ-ム","150000","楽天銀行","収入","給与","","0","NhXCj3t1SajzJ75Xqy7yY926fQkOomokEtzCOadTOjI"
"1","2025/02/25","ENEOS-SS","-2500","楽天カード","自動車","ガソリン","","0","UVBrVit_xfp9CEi3wLj0Qd6oUIm4OIUqMmqP-WlnnIo"
"1","2025/02/25","セブン-イレブン","-257","楽天カード","食費","食料品","","0","A86at7_5GbeREmBTJx2-FDEj1jNkSeuULN7E131ObVY"
"1","2025/02/25","ベストキツズプロジエクト","-14960","楽天カード","教養・教育","習いごと","","0","gy9eN5YWXZKrbPeTeAEZ4Sg9gjBTVSalRytXRYN11gs"
"1","2025/02/25","ビツグエーサイタマシバハラ","-989","楽天カード","食費","食料品","","0","cnWGMWb-yw1vbpnWogOEMG9aG4HILHwBNhHz4GbjMjw"
"1","2025/02/25","マコナリシヤチヨウ","-3000","楽天カード","現金・カード","カード引き落とし","","0","cG9hyG2eM-ayFXIqDpn1QYFBg_oq7R_A4MjPWFKZizo"
"1","2025/02/24","PayPay ダイソー","-3850","PayPayカード","日用品","日用品","","0","ysu_0BEvEuKDk9c38gWrZzZGaeaxiWQMdlAtvXXc30Q"
"1","2025/02/24","イオングル-プ","-1419","楽天カード","日用品","日用品","","0","g__NXdg0z_bekvMav7YNwnJisNiE_3_svXwCH0FUZpg"
"1","2025/02/24","イオングル-プ","-2530","楽天カード","日用品","日用品","","0","fCbKfGl5BJ6xkfKOTrLesmz0FaHAwqEaT1PUTY7LLKs"
"1","2025/02/24","カインズアプリ","-6834","楽天カード","日用品","日用品","","0","W34OOlX_ndTOU3MYAIbkhh274bZNMJOqahsALoiMU1w"
"1","2025/02/23","セブン-イレブン","-257","楽天カード","食費","食料品","","0","5_53wZhLGbPkj3oGvR98_vFTvUNjePvMUPBTXKvM4_M"
"1","2025/02/23","セブン-イレブン","-180","楽天カード","食費","食料品","","0","x2APZyong9zAHAGjSiRJMJLhXHLSGgS7OBrj6AjhusQ"
"1","2025/02/23","パ-キングジエイシバイツチ","-2400","楽天カード","自動車","駐車場","","0","BL3NkI6NZQz96V_7IEDShKEcUmwZTiP-L3UY_H8xvC8"
"1","2025/02/22","PayPay ほっともっと","-530","PayPayカード","食費","食料品","","0","F91drmCNFdnkQfmfh6o1zokP0QnSZ-Wooo4IwNv7Xhw"
"1","2025/02/22","ENEOS-SS","-2500","楽天カード","自動車","ガソリン","","0","G6GOp6Gpw3hu5FR96kQoU-Mi1jSEVkXUzq9Q3QvUiSI"
"1","2025/02/22","セブン-イレブン","-537","楽天カード","食費","食料品","","0","rHLWVRk92vkMhr3-DRs4sIM72CWo1gzOEcQb5OA1Kdw"
"1","2025/02/22","ジヤパンミ-トヒガシウラワ","-3203","楽天カード","食費","食料品","","0","C6_pBChxzHO6FgjkRysFaoPLlYqypNdrNtsP6qHJ7Ho"
"1","2025/02/22","NETFLIX.COM","-1590","楽天カード","趣味・娯楽","映画・音楽・ゲーム","","0","rfV7RZ9wcECoAX6Pr-kxTgb719uy_zeqmOZdmSzIJ-w"
"1","2025/02/22","APPLE COM BILL","-1080","楽天カード","通信費","その他通信費","","0","55PNq4nBgIRPgJgPUQe9I-LcnEXHAtWeo6v492JS9rg"
"1","2025/02/21","ビツグエーサイタマシバハラ","-893","楽天カード","食費","食料品","","0","GNUaSH5BI00DcQwYZGhV1MAFeRINv8u5TQYxskG-pOE"
"1","2025/02/21","カブシキガイシヤクベル","-924","楽天カード","通信費","Webツール","","0","aIaaKKZ40-gV4xE_7U-lNNAEljWLHVYjMUQkUsWestU"
"1","2025/02/21","コメダ珈琲店 浦和松木店/iD","-1380","三井住友カード","食費","カフェ","","0","GUEy9TLo2XHRWWrnEwbO1JgOCGf-VwgW5sWBFtkmP8E"
"1","2025/02/21","ドラッグストアセキ大間木店/iD","-437","三井住友カード","日用品","ドラッグストア","","0","DraIoSCK6MtIr7iccjw80Jmqji4vbowaG9OyExMnm6Q"
"1","2025/02/21","GOOGLE *GOOGLE ONE (650-253-0000 )","56","三井住友カード","収入","不明な入金","","0","ohWjhMy87w7rESQjMHr9WEbZ3wag1iD5BtNY73N7fSw"
"1","2025/02/21","カ-ド","-5000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","dzr_m0lC_iEaJVLX5JCVRX-G9DH903fwjza1tEYClqQ"
"1","2025/02/20","ユカ/iD","-130","三井住友カード","食費","食料品","","0","LTjM1GyyCncWywh2hXrbxBtDumAgFsX3OeyKUgnNODM"
"1","2025/02/20","ユカ/iD","-130","三井住友カード","食費","食料品","","0","mqZIza8v-mihGwBXmDa7vvEC8ICrebbQEBnveIaYrFs"
"1","2025/02/20","ユカ/iD","-160","三井住友カード","食費","食料品","","0","vc6P-KBdZN68q3w91FKikYLiOs84GaUD1BiWZazR50o"
"1","2025/02/20","ユカ/iD","-130","三井住友カード","食費","食料品","","0","1OVwtbHRlpXc2YpZQ-VFP5T8iCYFZ0ryIP17J80ehio"
"1","2025/02/20","ユカ/iD","-130","三井住友カード","食費","食料品","","0","dSSmDWVMCrr-u_Yn2KkLp4YepcCf9D9b6y1-sLkcfus"
"1","2025/02/20","ユカ/iD","-130","三井住友カード","食費","食料品","","0","fVVgC-e7JUNZYIy8vHZjR_wyQJ0_6PgjwLtYh3ha1FA"
"1","2025/02/20","ユカ/iD","-130","三井住友カード","食費","食料品","","0","OAYjVnTgh-sxMPXrCDwj7qikpfS4NYQSChKwt06Fj5g"
"1","2025/02/20","ユカ/iD","-130","三井住友カード","食費","食料品","","0","L306B1DIM2hBzkQClMvphPirarp3VC8c9untgQsbnF8"
"1","2025/02/20","エクセルシオール/iD","-380","三井住友カード","食費","カフェ","","0","WEE-Vw7n9PxDblPD-otdIsEBh_tY7a1nqHm-Z_pmZRo"
"1","2025/02/20","振込IB2 ド)ニコン","-76428","三菱UFJ銀行","その他","事業経費","","0","KBCKDjIJvuDHb1aacxL5NW6M4LnkaV5DtYkVzCCEgjE"
"1","2025/02/19","割引","66","Amazon.co.jp","未分類","未分類","","0","NYOSsjKw6PpFKOHj9u4-eJ2YmZ7MScL5E1AWX2PO2RU"
"1","2025/02/19","キリン 自然が磨いた天然水 ラベルレス 水 2リットル 9本 国産 天然水 ミネラルウォーター ペットボトル 軟水 販売: Amazon.co.jp","-1312","Amazon.co.jp","未分類","未分類","","0","yzLedaZcTwNU7SRdPajOdptuv20A0g1JB_N47phVOhU"
"1","2025/02/19","APPLE COM BILL","-4950","楽天カード","通信費","その他通信費","","0","V6JKBfym15r6Og9SWuDwIRgOBOEbBcFlX_xvbA4nq18"
"1","2025/02/19","ユカ/iD","-150","三井住友カード","食費","食料品","","0","C3hvn5eNumgmasq_PtjpSg_p2Z2nUVAn1JQv3Pg3_Qs"
"1","2025/02/19","ユカ/iD","-140","三井住友カード","食費","食料品","","0","XaSZbcVpCH4UJJ016mLrZgH_kphP2cli8VNopyPzu78"
"1","2025/02/19","ユカ/iD","-110","三井住友カード","食費","食料品","","0","yWvWsJw_3zwDU3b5afE6mCWZLvuyANB9mXPT_GCDlq4"
"1","2025/02/19","ユカ/iD","-140","三井住友カード","食費","食料品","","0","BcwxMWRKDI0Aho2GclU41eULK-3TmFkugJDjSCvomsM"
"1","2025/02/19","ユカ/iD","-140","三井住友カード","食費","食料品","","0","0jwOWVUQLwokdlR9Ps2V1umJxj52eLny7IkroQNdHIA"
"1","2025/02/19","かつや 京浜川崎/iD","-869","三井住友カード","食費","外食","","0","dtrgM8wMJaLuuxbQcfmk7ruPa0VCuGxW81XoStJNX8E"
"1","2025/02/19","セブン-イレブン/iD","-2214","三井住友カード","食費","食料品","","0","-Wu1ONSbLW-8JkMGhZY3_AP5dbaURNfhOMxApNe0R3k"
"1","2025/02/19","セブン-イレブン/iD","-588","三井住友カード","食費","食料品","","0","96sF2puGvXmlYJNMaM_uwFNkKNQ9_kizikPGMEZn3BY"
"1","2025/02/19","カプセル&サウナ川崎ビッグ/iD","-3600","三井住友カード","健康・医療","ボディケア","","0","IfBdmWGizlTibZWqO5ylg71Ewz5UKaWDlwAiRp-6RAs"
"1","2025/02/19","飲料自販機/iD","-140","三井住友カード","食費","食料品","","0","LmJCpAA9rgWl4EDoWqlojaOmJ-itdD2B3LX2p8Lb4h0"
"1","2025/02/19","モバイルSuica(Apple)","-3000","三井住友カード","現金・カード","電子マネー","","0","2fxmZNzVYoBnIBdwr299_MlqkEWceeegL9whHlRtPWo"
"0","2025/02/19","AMAZON.CO.JP","-1246","三井住友カード","教養・教育","書籍","","1","V9cXaQIIiaPaMo__UBpeNSjbLOHHNankacPIA4VP75U"
"1","2025/02/19","手数料","-308","三菱UFJ銀行","その他","雑費","","0","kjMmtDVPxjPCpApfbYCD5fbZEF52kJmQy4e2jw4PhKM"
"1","2025/02/19","カードC1","-20000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","sFQRUZcN8Vmq1D9fCz79ohcoyfjMO6KgCBm_1hTNF1U"
"1","2025/02/18","アイポスパ-キング","-1900","楽天カード","自動車","駐車場","","0","IbH7byc5fjsXIkAz0cMtDqq3qeYzoZmbEMQx9pVmf80"
"1","2025/02/18","ローソン/iD","-494","三井住友カード","食費","食料品","","0","0tGFJ12BX9YQ-nfOlc3xP5kxno57__fDawGGxG7yMVo"
"1","2025/02/18","ローソン/iD","-781","三井住友カード","食費","食料品","","0","Ki-K_VHanO0cbeoIYkEkVRoh_r6MYl5AvxUCooTQp4A"
"1","2025/02/18","GOOGLE *GOOGLE ONE (650-253-0000 )","-2900","三井住友カード","通信費","情報サービス","","0","TV8Qg_psuvgBXuRCIuVswsbhyHQUEJcb3sFNJ87-oMw"
"1","2025/02/17","コメダ珈琲店 浦和松木店/iD","-910","三井住友カード","食費","カフェ","","0","sPsicGtiPRBA77yXI5j3jhUtdB1wjhTehbaM2sN1weo"
"1","2025/02/17","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","_twV_PGZf4qjuWbtx2Ma84nW3n_4kxijcjQI8XEW6MM"
"1","2025/02/17","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","3x0G3oYRx5H6srpKSTbaKtrJeSRZ4y4mX85cXWJSdrw"
"1","2025/02/17","インスタ研究室","-980","三井住友カード","通信費","情報サービス","","0","kuy226SSmFKkg68p3tsVjbktf9vQIdZ017hNXvOiRi0"
"1","2025/02/17","AmazonPay提携サイト","-9600","三井住友カード","教養・教育","書籍","","0","uaGW8EEx1pqY8Njr8VRHxCQ7Xa6XdZv3w-31DCSLmGg"
"1","2025/02/17","手数料","-198","三菱UFJ銀行","その他","雑費","","0","Tb3oF3bVAY56v9xfLlcNQLwqjWaCyngPJN7_PfnkN_Q"
"1","2025/02/17","ゆうちょ リヨウキヨク03695","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","XZHk4HIQvyYZ3bjJM_95O_uXxWJ_sbyDs2rKaBrJHec"
"1","2025/02/17","利息 ス-パ-フツウ","33","三菱UFJ銀行","収入","その他入金","","0","iXlVrc8SabhNvePbyYFNkKWkP65hgVjFitnXqD9cGv0"
"1","2025/02/16","PayPay グローバルコネクション","-2980","PayPayカード","食費","外食","","0","mBAwNNarLi5i_wMnO5i75duV2UQ0mAC5mP00bTyAKqI"
"1","2025/02/16","イオン 浦和美園/iD","-450","三井住友カード","日用品","日用品","","0","Q_GF3GJSwlKIx-LifbRrHsySyapEY0sQFS6BHGBgZaA"
"1","2025/02/16","イオン 浦和美園/iD","-2960","三井住友カード","日用品","日用品","","0","fmpI9P4RTO7J3VK7Q46h20R6Zrk50AnP1-Sen71zOHM"
"1","2025/02/15","ポイント","1650","Amazon.co.jp","未分類","未分類","","0","Ikw0uD1TYOkXz26QwQY35Om64qlmW65_W-XJE_afyfA"
"1","2025/02/15","完訳 7つの習慣 人格主義の回復: Powerful Lessons in Personal Change[Kindle 版]","-1650","Amazon.co.jp","未分類","未分類","","0","NVd903C_MlA-Fp6SMnMIzja5lmZfoUhvkHfeHFsw6qY"
"1","2025/02/15","PayPay ABOUT LIFE CO","-648","PayPayカード","日用品","日用品","","0","_lnblrjGtF_uYFhvllpHE2DGd-fMBAcGQ1ihRxNrXOo"
"1","2025/02/15","マクドナルドモバイルオーダー","-2020","楽天カード","食費","外食","","0","0YvGgxIkfBkq_DKQs06lQiCqkeKNZdbU4n1xOs_yTCM"
"1","2025/02/15","コメダ珈琲店 渋谷道玄坂上店/iD","-640","三井住友カード","食費","カフェ","","0","8qwEg8W0Bwc9DmVeih4fG0X7rC24Qnxa_oad3yLzVSE"
"1","2025/02/15","モバイルSuica(Apple)","-1000","三井住友カード","通信費","その他通信費","","0","zaniK9OGVaaKtRxoybCTfK4A584h0xwX7zB3Pz8MSk4"
"1","2025/02/15","回収事務手数料 1月分","-495","三井住友カード","その他","雑費","","0","4scvxgwFygda3UHEeTptgJkelI5WIolRu6O_fIjRtFs"
"1","2025/02/15","GO(タクシーアプリ)*アプリ配車","-3000","三井住友カード","交通費","タクシー","","0","fKiNUboxXSYta_1LQzKbD0JaNKuqql4ruNU0WI0r-is"
"1","2025/02/14","PayPay ローソン","-269","PayPayカード","食費","食料品","","0","aG5vJJBbLZnjk1i6n-XRnvpHHALgL9VItrXeqOBdZvU"
"1","2025/02/14","PayPay 株式会社ジンクル","-1188","PayPayカード","日用品","日用品","","0","r8YF0n-oJ5xe-FUdXCOj3n8vNSzM47UIcn8RFaiQkFc"
"1","2025/02/14","手数料","-220","三菱UFJ銀行","その他","雑費","","0","1hZgTPOV4873TDExzBr1lXAB1TXjntursSJRKAf7lOQ"
"1","2025/02/14","カードC1 セブンギンコウATM","-20000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","A2SEsvZUvkVB3sKDmMT1hwaQZwObNtfyW35R65nQC5M"
"1","2025/02/13","PayPay あきんどスシロー","-2020","PayPayカード","食費","外食","","0","kxAaGsORB-gAc3lKZKHcQMoBaZ3FrTFdHC3Nw2dBN2g"
"1","2025/02/13","PayPay ニトリ","-6971","PayPayカード","日用品","日用品","","0","d2vJwE0AUytQG-r6nzhxp9gVZFZ44FhTNir7-AUF2S8"
"1","2025/02/13","マイニンテンドーストア","-2994","楽天カード","趣味・娯楽","映画・音楽・ゲーム","","0","jssax3lXa8bb4q-MMz_kXs2kQG4yf2etfjj5kRM8WnE"
"1","2025/02/13","ZOOM.COM 888-799-9666 (SAN JOSE )","-2338","三井住友カード","通信費","Webツール","","0","_iYN6bFRToZgkgEvj7jMeluKhQCxE23uCwCDNGaS_BM"
"1","2025/02/13","振込1 ヒグチ トモキ","152776","三菱UFJ銀行","収入","事業・副業","","0","T1aqHNNgXQ5LS5U7sfzF-RfEMmVCfQhqMjqX1I3u2Rc"
"1","2025/02/12","PayPay 串と餃子と屋台料理 55酒","-1617","PayPayカード","食費","外食","","0","1wlC7PzV_Oayzhalas79w7kSH1knl1O5S7irqiimZQ4"
"1","2025/02/12","モバイルSuica(Apple)","-1000","三井住友カード","通信費","その他通信費","","0","ROpOKq3ShwNJ7RanXQ_a2UiK2gw7B8a5pyRso_XJIHE"
"1","2025/02/12","ソフトバンク Eメール(i)使用料 月額","-330","三井住友カード","通信費","携帯電話","","0","rwAPEA297vqcjSiPnNRzfFW87OlKz35atbXWtRgRG3M"
"1","2025/02/11","APPLE COM BILL","-800","楽天カード","通信費","その他通信費","","0","60rlQ-fQkLK2lzIk600Z39G_h5zBDivF9S45cxn0UuQ"
"1","2025/02/11","ADOBE SYSTEMS SOFTWARE (ADOBE.LY/JPJP)","-7780","三井住友カード","その他","事業経費","","0","xCJOyK9vxW2qutHVTvs0PiZ_Xb5EwUiUxYrNbPObsdw"
"1","2025/02/11","CLAUDE.AI SUBSCRIPTION (SAN FRANCISCO)","-3087","三井住友カード","通信費","AI","","0","hHDhn2q1HLI-szxMAut-RRTyO2ghvK0C9rR1JUZwYjc"
"1","2025/02/10","株式会社ジャパンミート東浦和店","-4086","なし","食費","食料品","","0","2AymFzYCvJ-LHNSu00XwebKpoxg1XTOWCrYKmEzM9Uo"
"1","2025/02/10","カ-ド手数料(内消費税 ￥20)","-220","楽天銀行","その他","雑費","","0","0Ikr3D09aonpAb_i-kXvjmySw3uvYx_Hg808BIDGK6A"
"1","2025/02/10","カ-ド出金 セブン銀行003401001214201","0","楽天銀行","現金・カード","ATM引き出し","","0","6CMB4mXcvnu986xSCsosvf-HmrCkrlqSpknB5WEt8C8"
"1","2025/02/10","ジヤパンミ-トヒガシウラワ","-468","楽天カード","食費","食料品","","0","XLnbKCwH7Ej8LelNfgZDe9PM5vKnhZQN0mOcLzvPvUM"
"1","2025/02/10","イオン 浦和美園/iD","-1529","三井住友カード","日用品","日用品","","0","gTkxfpiVRgkplGmcRh3cFq1uQayAUk7NFueeM2d6J2Y"
"1","2025/02/10","ムジルシリヨウヒン パスポ―トペ","-2220","三井住友カード","日用品","日用品","","0","Sn_Lf9H-DYYRTQ1b6Ww2_UymnE_j2L6-o0V2x2sAl_k"
"1","2025/02/10","手数料","-220","三菱UFJ銀行","その他","雑費","","0","DXuYbF5T5_su8xVcWdL-T8kWuFjUHEKi5z8HhMdBs28"
"1","2025/02/10","カードC1 セブンギンコウATM","-24914","三菱UFJ銀行","現金・カード","ATM引き出し","","0","vN_EXXFEpe_uPQHTJ4pUpZLexg9m6Koa4rJVKwmZ6IQ"
"1","2025/02/09","PayPay ジョンソンタウンパーク","-1000","PayPayカード","趣味・娯楽","映画・音楽・ゲーム","","0","KG-4y4W5GPUpYB1ipYoXz1bAw_PIWOvppUUJbgTeLRc"
"1","2025/02/09","PayPay tsuki.","-1246","PayPayカード","食費","外食","","0","sX2sVxfFAhEnVtWXO4MNnWKdOUB5x_rFQW1mw3VwpUs"
"1","2025/02/09","PayPay THE PORK SHOP","-5500","PayPayカード","食費","外食","","0","OwKvkhOA6KkWqgjjAwvrjjve-pXhPE393oVrYFxIhSU"
"1","2025/02/09","プレミアムウオ―タ―","-3974","三井住友カード","食費","食費","","0","2byzEnIlxgJS-F-UwPY1zv2Z2MTQM-vl7UzLsYyqjPc"
"1","2025/02/09","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","8zsnXeKtJo8d9wgm4hEioZDT_SAN6GY5ASwHRyiH_jg"
"1","2025/02/08","","-10045","なし","趣味・娯楽","映画・音楽・ゲーム","","0","w2RgxrG10euezvANd2ze_fuITKuqfBRC-dfcmPiGM_o"
"1","2025/02/08","PayPay キッチンオリジン、オリジン","-397","PayPayカード","食費","食料品","","0","ZjNsNyNXzX_eB_9iXjJFNKG3JGbRYq_vi2-h8nATCFc"
"1","2025/02/08","スミビヤキトリシユカ","-20390","三井住友カード","食費","外食","","0","1WiT8kdP6dro96QAUV6rDrcLU3EEvHbok82sIlPm0_c"
"1","2025/02/08","建デポ 足立入谷店","-1082","三井住友カード","その他","事業原価","","0","iy04xBKqWIf7aB0wQ9r2XqElwHsKnqSf_dPhIt5-3Mo"
"1","2025/02/07","イオングル-プ","-2951","楽天カード","日用品","日用品","","0","a-I2pYaYW8agqawEbOoX_5211SkJrRg7WoBh0wv_xio"
"1","2025/02/07","セブン-イレブン","-680","楽天カード","食費","食料品","","0","cFU-Mzkft3K8fJ_pUi2voTBUl4poy73s3qDIVZ3y6X0"
"1","2025/02/07","セブン-イレブン","-1529","楽天カード","食費","食料品","","0","C7Oz4WScEqdAlo7yOboA9RSqfMrPIcDHVu59hnkcFH0"
"1","2025/02/07","ハンズ クイツクペイ","-220","楽天カード","日用品","日用品","","0","uiLnRxtzJG-7FJC0P3BYt-VDM9EaItqYqORE_yNBsx0"
"1","2025/02/07","12月度再振替手数料","-220","楽天カード","その他","雑費","","0","gfXr3u-tXEH-ZqpmcRbYlYz2exnLcwriLbDn2EqvFQo"
"1","2025/02/07","手数料","-220","三菱UFJ銀行","その他","雑費","","0","P5CtbUHPn89yUstsK0GsHKtmLgDwXjJVz-ea7N0g1Y4"
"1","2025/02/07","カードC1 セブンギンコウATM","-9955","三菱UFJ銀行","現金・カード","ATM引き出し","","0","QF_Y87RWOBXyTjZZwgGKXVU74xW_CfBbtcAPrS37TEA"
"1","2025/02/06","Audible会員プラン[Audiobook]","-1500","Amazon.co.jp","教養・教育","書籍","","0","WbAy9Lx72dAUanoGzxsnoGtoToKhHkNsVx10oiQP_nY"
"1","2025/02/06","PayPay 星乃珈琲店","-680","PayPayカード","食費","カフェ","","0","O9SbBRRMgeP2dYoRt_zGub20HoW1U5Fvh7IdhlULDks"
"1","2025/02/06","PayPay 087 cafe&bist","-1430","PayPayカード","食費","カフェ","","0","Kuo63sVyJHelj6hW1T0PBtpMOMfYNmvXQXlUhowsW98"
"0","2025/02/06","AUDIBLE / AMZN","-1500","楽天カード","教養・教育","書籍","","1","cdLfV8v8xHIqNnRz3zbORrKmSP7mH82EG3SotdniUrA"
"1","2025/02/05","PayPay 讃岐うどん 三代目たれ半","-1030","PayPayカード","食費","食料品","","0","Sb4pde6MkbIMsLJQa04EjjX6isk83048ipARrMIVDVA"
"1","2025/02/05","エネオス エスエス","-3000","楽天カード","自動車","ガソリン","","0","ksdPDtQV5XTgZ72-UYy87WZgNpZ8CnOuEk5GtutIX_k"
"1","2025/02/05","ウラワコウシヨウセンタ-","-700","楽天カード","税・社会保障","その他税・社会保障","","0","WWWFUnm82DyxLkfrTNByAVl397eolelFG1mcT0tE-6A"
"1","2025/02/05","ソフトバンクM(01月分)","-85824","三井住友カード","通信費","携帯電話","","0","HBIxRDDLEK06r0zQjpy02J_BQ1Hmb-bU7XxypmpKrQM"
"1","2025/02/05","手数料","-220","三菱UFJ銀行","その他","雑費","","0","8pYdozSH5z55WUcWXMxgdO_LaR_FBkjo7Tx68gsPBlI"
"1","2025/02/05","カードC1 セブンギンコウATM","-22000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","W2XX-0LE9ey4EUQt6DQ2ihVLY5hRxLRLmM5ScbQQSRc"
"0","2025/02/05","口座振替3 ミツイスミトモカ-ド","-217918","三菱UFJ銀行","現金・カード","カード引き落とし","","1","QdAz5Bf4pGh9iB-Q3rQJcT0OV_yGdbFcBK4TxlV5_ws"
"1","2025/02/04","株式会社松勇　鳩ヶ谷南給油所","-3000","なし","自動車","ガソリン","","0","w702f0bj3-_EPa9dv5rAdavZIkvTfW7YyYbYVYxVIyg"
"1","2025/02/04","健康生活をサポートするケントク","-1420","楽天カード","日用品","日用品","","0","Iaadr99mxmv2_3qOtac5N7n7Jb6uwVa1_bFPHTPrLRs"
