"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/05/08","APPLE COM BILL","-2200","楽天カード","通信費","その他通信費","","0","3Ip4Xk-V_wFDSwZuL6cBwawwZdrjDlZTlPgieyytaXU"
"1","2024/05/08","APPLE COM BILL","-3000","楽天カード","通信費","その他通信費","","0","ds-YF2aB8Gm-ho4tzclOHW_9UcQGt29bvftiAewfgmg"
"1","2024/05/08","APPLE COM BILL","-2200","楽天カード","通信費","その他通信費","","0","KPwkOzu1xTSt3NNdUPHUmksKZ-uq_Sc86GfN7NvyoGo"
"1","2024/05/08","APPLE COM BILL","-1500","楽天カード","通信費","その他通信費","","0","cGCVjTB1TqJVVM-vcbLbrDHVuK0RzCUVIEG-3ch6PSo"
"1","2024/05/07","APPLE COM BILL","-2100","楽天カード","通信費","その他通信費","","0","_prNRa2Vvkneyfood588kcU017qINugHNFJm7OOiI-g"
"1","2024/05/07","APPLE COM BILL","-1500","楽天カード","通信費","その他通信費","","0","D0U1fj5j8M7lDlCuRljvUXcfSyBAgrjSRLW1DVgshHw"
"1","2024/05/07","APPLE COM BILL","-1500","楽天カード","通信費","その他通信費","","0","fzjfwfNrv-CxEkUYIESTEaiuFi0Owd8ABAvDFTiEGzQ"
"1","2024/05/07","APPLE COM BILL","-2020","楽天カード","通信費","その他通信費","","0","EHhGKU1zb-8GJ6r44FhinQLQENbgkP8AT72Ep7NDyYU"
"1","2024/05/07","APPLE COM BILL","-3000","楽天カード","通信費","その他通信費","","0","IewsLPfIu6qRSXIMjzdP9WyO-iZT0j4J26j-M2BVxw0"
"1","2024/05/07","セブン-イレブン/iD","-2449","三井住友カード","食費","食料品","","0","_AeRog6Z-Pw5-gtVkOE8-y5L77K9NdO_vcE3nirBQzQ"
"1","2024/05/07","飲料自販機/iD","-100","三井住友カード","食費","食料品","","0","Y-k3i_E8ArXvX2XJbBhLiMuOfAIyybpv9LBjo3snaVU"
"1","2024/05/07","飲料自販機/iD","-100","三井住友カード","食費","食料品","","0","hkfaaSw0jNpI3r5mfiscLztqGn1seSFH3KRPx0KTvIo"
"1","2024/05/07","freee","-2860","三井住友カード","その他","事業経費","","0","RoNgJbhOzXvpXX2jQksuzaTrqcFYNmMvSy6zn7sxMSI"
"1","2024/05/07","口座振替3 ビユ-カ-ド","-4980","三菱UFJ銀行","現金・カード","カード引き落とし","","0","imDRQ9b_RHECtIn94wGXHAh4sUr6uWeU6hqnyWVoZRE"
"1","2024/05/06","Audible会員プラン[Audiobook]","-1500","Amazon.co.jp","教養・教育","書籍","","0","XqAQBS6JcqN30Y08i9uORNVD_deEX43qvVJsbT3_GL4"
"1","2024/05/06","APPLE COM BILL","-1300","楽天カード","通信費","その他通信費","","0","W4VwVY7jvJmem3VHaBr-sM0LgOfJHJJoZD0jKsCdG0s"
"0","2024/05/06","Audible / AMZN","-1500","三井住友カード","教養・教育","書籍","","1","n-exWdMMOHnCgxzMT62MXHx0j-kf5RINqQEpuHrfKIk"
"1","2024/05/05","PayPay 埼玉県立近代美術館","-3120","PayPayカード","未分類","未分類","","0","y9_CDw4DDBG4UTXlCpLQ0RcjNQ9pprAe1ORaJuc8L2U"
"1","2024/05/05","PayPay チャージ","-20000","PayPayカード","現金・カード","電子マネー","","0","zywWgjr41nC7XsP8nFmdZpBDmeqdQR1OZv_9h1VZpsM"
"1","2024/05/05","APPLE COM BILL","-1900","楽天カード","通信費","その他通信費","","0","z_kQfwnFkMVz_dkdYzpU0kLyiFWiHhjlS4rJgXiGtjU"
"1","2024/05/05","ソフトバンクM(04月分)","-27364","三井住友カード","通信費","携帯電話","","0","sCCDxt1qsC42l9xH4p8YzHgwDwFTcOd3k3PbC9QAmUE"
"1","2024/05/05","イオン AB浦和芝原/iD (返品)","1738","三井住友カード","未分類","未分類","","0","_ERBJHwU8CkYb92hYuLEH0pC50dlJb_aqh-U54s1mgk"
"1","2024/05/05","イオン AB浦和芝原/iD","-3049","三井住友カード","日用品","日用品","","0","JZXTSpZLeEeSOSlYZ_pRCpngE_4SfRqu6nkUYNUY8Gk"
"1","2024/05/05","イオン AB浦和芝原/iD","-1738","三井住友カード","日用品","日用品","","0","nm1gjCxPjA3x3cxD84k-zZVkxE3BEwz5x1UBuVgFJa4"
"1","2024/05/05","ファミリーマート/iD","-173","三井住友カード","食費","食料品","","0","EcesuzWVr3DTnv3_oq6ieANljfjrB68ekq5EMShZR3s"
"1","2024/05/05","ドトールコーヒー/iD","-1160","三井住友カード","食費","カフェ","","0","gWIlwTRUgArOqPEoDAd7zqBtEscWxS1xjO6Et-J4Rdc"
"1","2024/05/05","飲料自販機/iD","-130","三井住友カード","食費","食料品","","0","l0JQ2zTstlyC6aM7GxNAdfmvWGxwMmv-Acx1-Rann-8"
"1","2024/05/05","プレミアムウオ―タ―","-3974","三井住友カード","食費","食費","","0","1GVXC2lvRi3wnY3av3dWDXRR2fKrELvyq6Ar-y4OILg"
"1","2024/05/04","鬼滅の刃 目指せ! 最強隊士! - Switch 販売: Amazon.co.jp","-5218","Amazon.co.jp","未分類","未分類","","0","lleaQQh4yHiUSIkTL2Df036BU68sVTdlfC2H_jUOuio"
"1","2024/05/04","PayPay マクドナルドモバイルオーダ","-540","PayPayカード","食費","外食","","0","C7k2I3121M6Dd12jvbnCtEi2BPhvPf_VPyiHazQLElg"
"1","2024/05/04","APPLE COM BILL","-1200","楽天カード","通信費","その他通信費","","0","jOKbGl2aBVLpEQM5tdcFnK7YZCgNNebZOhV3QtVtBqQ"
"1","2024/05/04","コカ・コーラ Cmode 自販機/iD","-150","三井住友カード","食費","食料品","","0","43MBg6zWkLKiobUZogVVuaSNQiTh4udn0LfC4AzKQEU"
"0","2024/05/04","AMAZON.CO.JP","-523","三井住友カード","教養・教育","書籍","","1","CaQTt1BHAoPxMfBBP_FPC7y4PyBRGSUjp41fek_yqBI"
"1","2024/05/03","コメダ珈琲店 浦和松木店/iD","-1950","三井住友カード","食費","カフェ","","0","l89jVYduTMd7K0xRLb8_juWWR52T0V5hpQlUCprPmIo"
"1","2024/05/03","ファミリーマート/iD","-1370","三井住友カード","食費","食料品","","0","DuBFb8md-HdGEwdZzU6RBaGctirJXcKVmtS8OOcXHoE"
"1","2024/05/03","nanaco Apple Pay チャー","-5000","三井住友カード","通信費","その他通信費","","0","5KnYFbEMruYTQLLeyFQLVF0gEcPkdnsRfVuj-IEXFvU"
"1","2024/05/02","PayPay チャージ","-20000","PayPayカード","現金・カード","電子マネー","","0","TZ3a7-EEJcvJffIJrr1XBd-2K5LiNpHTnni_LLKd2fo"
"1","2024/05/02","APPLE COM BILL","-1680","楽天カード","通信費","その他通信費","","0","CQDzgn5iYYbnEJoIeKLAIA6DfyMMaPKaHp2U8olbHzo"
"1","2024/05/02","吉野家東浦和/iD","-924","三井住友カード","食費","外食","","0","j2VIF6E0uU_VDpgwe4QmxvbeqBpHvq68unBL_piNlAY"
"1","2024/05/01","コメダ珈琲店 浦和松木店/iD","-1200","三井住友カード","食費","カフェ","","0","StcQ494zefZ5--MykSIZQ3q9PPkfpjs6rYTcspea1LI"
"1","2024/05/01","セブン-イレブン/iD","-469","三井住友カード","食費","食料品","","0","Q8SG1P4QJ3wwMbGbMQ5Q_5HJQ1YiQFGiI_nrnFLJbLE"
"1","2024/05/01","久兵衛屋/iD","-1441","三井住友カード","食費","外食","","0","2ORNBnzFDLlDnChUACCT1LlgUiJYFazBjIDdx7EH338"
"1","2024/05/01","お名前.comレンタルサーバー","-1573","三井住友カード","通信費","その他通信費","","0","i890B1LvewLQg5Pa6Q3a490OQvYZ3Gc5CaZ3_Gb_mG4"
"1","2024/05/01","マーナオンラインショップ","-3100","三井住友カード","未分類","未分類","","0","cL3Lq1FDNQ_3G67VReqVr6O2o4l30hDB3W4fLvmGGVA"
